c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 520 400
c
c origin destination demand
k 23 0 44
k 14 19 27
k 9 25 31
k 8 15 73
k 20 21 71
k 17 10 46
k 5 4 41
k 8 13 21
k 29 3 64
k 7 28 46
k 18 29 70
k 22 28 68
k 15 14 74
k 21 25 19
k 13 5 18
k 24 6 64
k 17 16 31
k 10 14 27
k 9 29 43
k 6 24 40
k 4 19 64
k 22 11 35
k 21 24 72
k 21 7 30
k 7 3 53
k 25 15 18
k 0 10 55
k 25 17 51
k 15 2 31
k 4 3 25
k 26 28 24
k 22 29 32
k 11 8 63
k 13 12 69
k 19 16 56
k 28 18 67
k 19 2 69
k 25 1 56
k 25 21 37
k 4 21 53
k 15 3 16
k 2 29 69
k 5 29 48
k 13 15 73
k 7 15 56
k 14 27 24
k 1 22 62
k 16 1 65
k 23 19 57
k 24 12 60
k 26 2 61
k 6 16 71
k 19 17 73
k 10 13 47
k 13 9 18
k 24 5 72
k 9 18 19
k 21 14 34
k 8 12 56
k 15 25 20
k 27 19 20
k 11 10 15
k 14 2 37
k 11 16 41
k 7 5 73
k 13 3 23
k 19 18 69
k 23 21 35
k 27 18 50
k 4 24 28
k 19 9 57
k 16 20 19
k 20 2 32
k 13 10 56
k 14 17 28
k 17 7 41
k 1 3 35
k 16 28 56
k 6 29 46
k 14 8 26
k 21 26 67
k 26 15 32
k 16 0 40
k 11 20 64
k 8 3 15
k 20 7 24
k 22 24 69
k 21 20 15
k 17 3 53
k 15 10 27
k 1 10 16
k 25 29 37
k 11 15 32
k 24 17 51
k 25 22 24
k 18 13 69
k 18 14 74
k 18 20 19
k 27 29 23
k 21 29 72
k 12 2 39
k 27 16 45
k 17 21 37
k 23 13 56
k 3 18 39
k 1 11 30
k 16 24 18
k 25 20 35
k 28 23 54
k 25 23 17
k 20 0 35
k 14 24 19
k 0 29 70
k 20 16 39
k 28 21 46
k 15 16 62
k 11 23 21
k 3 12 20
k 4 17 49
k 0 1 16
k 4 7 61
k 14 9 44
k 11 7 51
k 18 23 38
k 22 23 49
k 15 28 50
k 2 25 50
k 2 3 74
k 2 5 51
k 3 23 52
k 18 6 20
k 28 19 57
k 25 13 25
k 2 26 56
k 12 24 53
k 21 13 30
k 12 19 44
k 20 10 25
k 11 28 51
k 8 18 18
k 9 5 73
k 8 2 74
k 4 16 29
k 29 24 22
k 19 10 22
k 6 26 45
k 27 26 70
k 26 24 25
k 21 3 26
k 11 14 60
k 2 14 58
k 21 1 54
k 18 4 16
k 4 13 23
k 29 20 35
k 11 2 38
k 25 8 37
k 4 0 36
k 15 20 17
k 7 0 33
k 1 19 55
k 19 14 62
k 13 18 69
k 2 1 52
k 21 10 69
k 29 13 20
k 2 15 22
k 8 16 48
k 24 29 17
k 26 21 42
k 15 11 30
k 0 19 39
k 26 18 25
k 29 8 46
k 5 10 29
k 5 3 30
k 21 27 65
k 8 14 37
k 27 5 25
k 14 3 72
k 13 1 35
k 18 2 61
k 15 27 71
k 20 8 25
k 13 25 40
k 17 8 50
k 14 13 32
k 21 28 28
k 8 11 19
k 9 14 47
k 21 2 36
k 15 1 50
k 29 5 50
k 23 5 68
k 25 6 21
k 11 4 69
k 25 16 36
k 21 0 66
k 21 5 44
k 11 1 30
k 1 14 33
k 22 8 19
k 15 0 31
k 10 18 21
k 21 8 41
k 4 2 38
k 18 17 73
k 5 25 36
k 9 1 20
k 5 23 44
k 5 7 74
k 3 8 36
k 27 22 61
k 19 28 43
k 3 25 50
k 20 24 20
k 11 0 28
k 23 1 37
k 10 25 71
k 15 17 38
k 22 3 28
k 15 9 55
k 13 4 30
k 11 17 72
k 2 16 70
k 18 0 41
k 15 29 69
k 8 10 21
k 16 27 28
k 9 17 36
k 18 16 23
k 2 8 31
k 19 15 23
k 10 9 54
k 2 9 31
k 18 26 74
k 18 21 36
k 1 4 29
k 10 26 18
k 20 4 69
k 5 14 65
k 17 15 60
k 28 11 52
k 20 1 33
k 29 22 44
k 13 8 73
k 0 2 48
k 1 23 62
k 28 0 34
k 27 25 50
k 28 13 42
k 19 27 56
k 11 13 39
k 2 19 34
k 19 3 32
k 24 25 65
k 3 0 63
k 20 19 40
k 2 27 73
k 27 4 37
k 27 3 34
k 29 26 50
k 5 26 29
k 16 9 74
k 16 14 32
k 5 17 40
k 26 4 20
k 26 17 17
k 23 28 41
k 2 17 46
k 9 22 70
k 12 3 17
k 8 7 54
k 9 23 20
k 4 23 56
k 7 24 28
k 13 19 26
k 2 0 51
k 14 11 63
k 11 6 62
k 18 28 37
k 24 10 40
k 15 19 16
k 24 14 70
k 21 15 71
k 11 12 33
k 1 6 60
k 9 8 70
k 5 15 41
k 21 12 39
k 17 29 46
k 20 17 36
k 10 16 37
k 16 6 59
k 1 15 50
k 19 0 52
k 23 7 67
k 25 26 57
k 17 11 64
k 27 21 46
k 0 6 64
k 9 10 55
k 9 3 25
k 0 12 54
k 1 16 74
k 2 24 30
k 9 2 43
k 2 6 37
k 12 8 57
k 12 21 20
k 20 22 36
k 8 6 53
k 1 26 20
k 17 13 68
k 17 28 48
k 15 5 27
k 2 12 58
k 18 11 53
k 11 26 23
k 18 24 66
k 25 4 60
k 9 21 26
k 6 22 50
k 12 6 69
k 1 13 15
k 4 1 28
k 20 29 56
k 2 18 49
k 5 20 44
k 1 8 36
k 19 13 36
k 17 23 61
k 27 2 38
k 15 18 70
k 17 26 51
k 18 5 67
k 27 6 47
k 14 0 74
k 8 21 52
k 14 10 33
k 28 16 61
k 6 15 53
k 29 4 46
k 2 13 22
k 6 7 36
k 22 10 26
k 3 24 35
k 14 29 42
k 24 15 68
k 28 8 38
k 6 20 54
k 28 9 58
k 0 15 15
k 24 21 42
k 21 18 20
k 29 16 27
k 25 5 72
k 21 11 22
k 17 6 29
k 26 27 71
k 15 4 42
k 24 9 30
k 12 22 60
k 4 22 20
k 6 4 62
k 29 2 23
k 14 18 65
k 18 27 30
k 6 17 68
k 26 5 25
k 18 10 22
k 8 20 40
k 2 10 33
k 6 1 35
k 19 5 20
k 13 21 44
k 8 23 65
k 5 24 32
k 25 2 55
k 27 1 47
k 0 26 46
k 19 22 27
k 23 16 25
k 6 18 31
k 23 11 56
k 6 25 40
k 7 29 57
k 24 22 59
k 7 17 58
k 26 13 22
k 17 14 71
k 5 27 46
k 24 8 48
k 28 2 68
k 26 9 36
k 23 22 59
k 21 6 38
k 14 16 24
k 2 21 21
k 5 8 68
c
c source target cost capacity fixed
a 0 13 2 464 1431
a 0 15 6 490 373
a 0 3 8 181 358
a 0 16 9 267 909
a 0 29 6 595 492
a 0 23 7 496 1118
a 0 11 6 430 895
a 0 28 3 232 701
a 0 20 4 206 1267
a 0 9 4 452 641
a 0 8 7 452 1148
a 0 24 5 593 507
a 0 10 8 550 626
a 0 12 8 417 790
a 0 5 6 702 1327
a 0 4 5 242 880
a 0 17 9 461 731
a 1 17 4 401 150
a 1 19 8 651 1476
a 1 25 1 207 1312
a 1 22 8 623 954
a 1 11 6 149 1133
a 1 3 5 552 1178
a 1 14 5 477 403
a 1 29 9 458 760
a 1 9 9 615 269
a 1 13 4 554 701
a 1 20 9 409 850
a 1 10 9 285 1178
a 1 8 2 245 492
a 1 27 4 175 835
a 1 4 4 606 1371
a 2 9 7 710 1431
a 2 8 5 225 522
a 2 3 3 357 656
a 2 18 8 339 880
a 2 26 9 447 209
a 2 1 7 578 492
a 2 16 2 172 820
a 2 11 1 323 865
a 2 27 8 285 1058
a 2 10 6 547 388
a 2 25 2 603 1356
a 2 6 6 642 239
a 3 25 9 289 1267
a 3 12 2 628 1178
a 3 28 3 431 656
a 3 29 1 220 194
a 3 5 2 698 537
a 3 9 6 241 1446
a 3 6 5 425 433
a 3 14 5 210 939
a 3 4 1 323 611
a 3 11 7 632 1252
a 3 19 5 250 462
a 3 27 9 201 656
a 3 0 7 629 835
a 3 20 8 282 284
a 3 15 7 316 716
a 3 18 7 651 1416
a 3 22 3 323 626
a 3 16 5 532 150
a 4 26 2 289 269
a 4 12 2 679 1088
a 4 24 8 178 567
a 4 8 8 664 328
a 4 27 6 248 880
a 4 15 3 631 239
a 4 17 6 730 1401
a 4 2 8 335 1401
a 4 5 7 178 999
a 4 3 9 704 1401
a 4 22 6 628 656
a 4 21 7 179 686
a 4 0 2 509 790
a 4 13 1 304 507
a 4 23 5 546 1029
a 4 28 8 591 1118
a 4 20 7 543 477
a 4 10 6 406 150
a 4 11 4 365 820
a 4 7 8 658 1446
a 4 29 8 346 1356
a 5 29 4 245 1148
a 5 12 1 159 865
a 5 16 5 150 418
a 5 11 9 364 388
a 5 10 1 566 418
a 5 24 7 730 1222
a 5 7 5 647 150
a 5 9 2 553 1431
a 5 14 6 730 880
a 5 27 6 553 567
