c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 683 400
c
c origin destination demand
k 25 27 24
k 26 27 49
k 12 21 68
k 25 13 53
k 25 7 41
k 13 0 50
k 8 21 20
k 20 28 23
k 15 11 61
k 0 12 54
k 8 18 46
k 8 13 22
k 14 24 38
k 1 27 43
k 19 2 50
k 22 23 53
k 23 20 29
k 10 24 52
k 28 1 33
k 0 13 26
k 0 6 30
k 28 20 49
k 27 19 36
k 25 10 72
k 11 21 30
k 11 26 43
k 14 25 43
k 28 22 35
k 19 10 64
k 13 14 43
k 14 1 17
k 9 10 44
k 3 6 73
k 14 7 54
k 13 26 72
k 29 25 58
k 2 20 46
k 19 16 38
k 23 27 29
k 4 12 50
k 4 7 65
k 13 11 52
k 16 4 61
k 24 23 32
k 0 4 17
k 14 5 27
k 4 2 17
k 2 22 67
k 0 1 49
k 11 25 66
k 12 15 22
k 19 29 40
k 24 29 26
k 2 4 38
k 24 13 25
k 19 14 72
k 7 28 22
k 1 22 54
k 15 29 73
k 26 7 52
k 17 25 52
k 25 16 64
k 17 1 15
k 23 12 49
k 29 6 61
k 28 10 40
k 27 4 31
k 5 10 27
k 15 14 19
k 12 20 38
k 20 19 60
k 22 14 34
k 2 25 42
k 28 29 31
k 23 6 32
k 24 9 63
k 18 20 44
k 19 7 74
k 18 14 58
k 11 27 67
k 8 11 18
k 3 29 17
k 9 16 62
k 25 12 74
k 26 18 74
k 9 24 28
k 4 19 55
k 2 13 33
k 26 24 36
k 6 10 57
k 15 6 38
k 7 27 63
k 0 8 56
k 4 22 58
k 11 5 64
k 23 26 51
k 16 29 29
k 8 20 19
k 15 27 18
k 4 27 64
k 25 5 41
k 10 27 15
k 9 11 61
k 18 24 70
k 21 23 51
k 9 23 44
k 17 6 64
k 22 29 23
k 23 10 56
k 15 12 47
k 5 21 50
k 28 12 28
k 26 6 46
k 7 4 19
k 17 4 49
k 25 21 67
k 29 23 40
k 16 5 29
k 13 18 42
k 16 6 38
k 27 9 62
k 5 9 23
k 14 9 57
k 14 21 51
k 15 24 18
k 18 1 31
k 12 24 49
k 28 9 27
k 12 14 57
k 10 5 26
k 5 29 64
k 7 21 27
k 10 2 40
k 0 27 55
k 17 0 17
k 0 2 28
k 24 17 33
k 18 4 57
k 2 26 15
k 29 5 43
k 13 3 32
k 0 21 15
k 15 17 32
k 22 25 67
k 29 11 47
k 11 20 41
k 14 23 73
k 14 28 63
k 22 10 16
k 5 19 40
k 23 13 53
