c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 120 200
c
c origin destination demand
k 4 1 71
k 7 15 32
k 6 15 78
k 6 8 40
k 3 2 53
k 8 0 80
k 2 4 57
k 13 7 72
k 2 6 57
k 10 4 73
k 17 3 36
k 1 4 22
k 19 12 93
k 9 11 95
k 14 13 27
k 9 10 37
k 5 14 33
k 10 18 94
k 9 4 19
k 4 5 59
k 6 17 17
k 16 1 91
k 2 3 53
k 19 18 73
k 4 15 55
k 3 18 71
k 5 0 92
k 8 14 32
k 11 14 46
k 0 8 69
k 16 17 27
k 18 11 36
k 8 1 37
k 13 18 13
k 11 16 71
k 19 15 15
k 14 0 48
k 12 8 71
k 1 17 96
k 8 17 30
k 10 19 63
k 0 6 75
k 1 7 13
k 5 3 76
k 18 10 83
k 2 15 24
k 4 18 26
k 3 1 10
k 8 19 27
k 9 0 72
k 12 11 18
k 6 2 71
k 14 10 47
k 17 8 15
k 13 0 92
k 12 19 17
k 6 9 58
k 13 17 24
k 10 0 69
k 12 17 12
k 5 8 98
k 14 11 58
k 1 8 63
k 12 4 56
k 15 5 48
k 8 4 86
k 18 17 31
k 18 3 78
k 18 13 20
k 12 18 78
k 15 8 34
k 8 11 92
k 12 0 40
k 4 3 20
k 9 13 43
k 19 17 33
k 11 0 77
k 13 9 69
k 2 9 24
k 16 10 51
k 12 3 63
k 11 4 85
k 2 19 55
k 5 1 51
k 9 14 24
k 3 8 44
k 10 16 74
k 5 19 71
k 16 0 13
k 5 4 32
k 5 15 57
k 3 19 40
k 10 3 30
k 17 18 77
k 19 2 63
k 2 17 85
k 15 7 52
k 0 17 10
k 6 14 35
k 17 13 12
k 3 6 45
k 16 11 94
k 18 7 97
k 5 2 46
k 19 8 74
k 2 14 78
k 18 6 47
k 14 8 28
k 11 3 93
k 4 16 15
k 4 0 59
k 13 14 94
k 9 8 51
k 11 10 36
k 16 7 41
k 14 16 18
k 12 2 44
k 8 16 16
k 11 7 33
k 15 6 87
k 11 18 19
k 0 5 47
k 0 9 65
k 7 13 86
k 9 1 47
k 5 17 35
k 17 19 69
k 7 10 88
k 2 8 60
k 16 4 38
k 13 11 60
k 16 5 31
k 3 12 82
k 5 12 48
k 4 14 11
k 10 8 98
k 14 6 41
k 17 0 29
k 2 1 54
k 19 9 67
k 6 0 87
k 6 3 61
k 9 17 87
k 4 8 33
k 3 15 92
k 7 2 46
k 19 14 78
k 18 5 78
k 16 12 81
k 16 2 50
k 14 12 63
k 12 15 96
k 12 9 66
k 10 15 59
k 13 6 38
k 3 11 72
k 10 11 80
k 7 14 32
k 11 15 58
k 14 5 81
k 13 8 66
k 2 18 62
k 16 14 73
k 0 14 37
k 5 18 93
k 18 1 97
k 6 1 34
k 1 6 11
k 15 12 39
k 4 11 87
k 17 1 35
k 11 1 13
k 4 10 14
k 1 5 77
k 8 5 38
k 17 4 29
k 15 4 71
k 9 12 67
k 10 1 74
k 2 13 60
k 13 1 78
k 2 11 47
k 11 8 31
k 14 19 10
k 19 13 24
k 19 5 46
k 15 2 76
k 0 11 80
k 14 15 19
k 12 7 14
k 17 6 66
k 7 16 92
k 9 18 15
k 7 9 80
k 10 2 97
k 13 10 28
k 11 12 51
k 17 9 26
k 14 4 12
k 15 9 18
c
c source target cost capacity fixed
a 0 1 100 10631 103985
a 0 15 38 162 97746
a 0 10 33 267 75909
a 0 18 60 94 72790
a 0 16 11 200 73830
a 0 13 12 191 80069
a 1 2 100 10631 103985
a 1 8 13 287 87348
a 1 10 59 264 39515
a 1 17 96 123 88387
a 2 3 100 10631 103985
