c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 685 400
c
c origin destination demand
k 21 22 48
k 8 14 28
k 24 18 70
k 0 15 51
k 14 6 25
k 25 2 52
k 5 2 74
k 21 9 18
k 13 9 49
k 28 19 35
k 0 3 63
k 5 20 34
k 14 21 20
k 14 7 54
k 14 11 38
k 26 8 54
k 27 8 22
k 27 13 74
k 11 14 22
k 8 13 26
k 19 12 24
k 17 0 61
k 23 20 17
k 22 12 46
k 2 0 39
k 2 27 59
k 28 16 16
k 21 20 62
k 11 24 44
k 19 7 25
k 14 4 70
k 4 18 52
k 0 27 15
k 28 3 16
k 23 17 44
k 29 26 47
k 14 16 43
k 6 9 59
k 2 13 67
k 24 16 19
k 29 22 27
k 15 8 52
k 21 17 61
k 10 3 62
k 19 1 47
k 29 28 41
k 25 18 20
k 6 12 59
k 26 5 48
k 26 2 30
k 9 6 47
k 22 16 64
k 23 6 15
k 9 14 48
k 19 20 20
k 21 4 19
k 7 18 42
k 14 27 30
k 4 0 33
k 18 20 53
k 16 18 68
k 19 0 22
k 14 28 22
k 1 8 45
k 28 14 44
k 25 22 47
k 6 21 63
k 24 10 29
k 1 12 59
k 20 25 17
k 1 17 72
k 17 7 45
k 17 8 18
k 13 19 61
k 11 3 51
k 0 7 41
k 26 13 22
k 15 11 74
k 8 6 41
k 11 29 40
k 6 14 63
k 7 3 39
k 11 13 71
k 28 20 29
k 18 26 72
k 16 27 15
k 12 18 25
k 20 7 45
k 6 3 27
k 2 9 52
k 28 13 46
k 11 16 45
k 20 4 69
k 28 12 72
k 16 23 21
k 19 28 63
k 15 25 40
k 13 11 15
k 15 18 24
k 1 4 19
k 5 10 46
k 9 18 27
k 15 29 39
k 14 20 49
k 4 16 62
k 17 24 20
k 21 5 63
k 4 21 53
k 2 8 48
k 23 24 16
k 13 5 48
k 22 27 70
k 25 14 50
k 13 26 41
k 7 2 35
k 15 3 41
k 11 5 66
k 2 5 27
k 20 28 51
k 5 19 44
k 24 27 20
k 0 12 18
k 8 19 48
k 10 4 69
k 25 9 39
k 1 14 46
k 26 21 25
k 5 3 65
k 7 26 18
k 15 26 34
k 21 23 20
k 7 21 32
k 6 4 45
k 10 25 65
k 6 11 56
k 5 0 29
k 16 1 49
k 21 10 66
k 11 4 45
k 13 27 57
k 20 17 48
k 27 14 60
k 14 23 33
k 6 16 57
k 13 18 34
k 7 15 74
k 20 13 65
k 26 1 57
k 6 15 32
k 19 5 50
k 3 0 28
k 2 24 29
k 21 1 38
k 6 28 25
k 14 19 59
k 3 8 25
k 19 27 57
k 5 28 29
k 14 22 27
k 27 17 18
k 22 21 37
k 6 29 40
k 25 24 40
k 28 26 70
k 13 2 52
k 16 8 52
k 14 1 23
k 28 29 45
k 3 23 55
k 24 2 73
k 26 4 48
k 10 7 69
k 13 10 42
k 19 25 19
k 29 3 32
k 12 4 22
k 16 5 71
k 1 18 74
k 0 10 55
k 15 4 74
k 0 29 47
k 20 2 53
k 10 29 36
k 6 19 66
k 2 7 65
k 7 20 67
k 8 25 52
k 17 4 60
k 15 20 25
k 18 6 66
k 28 22 56
k 4 7 57
k 26 17 54
k 25 29 31
k 13 28 23
k 24 1 49
k 18 12 61
k 9 22 53
k 8 16 44
k 5 1 45
k 26 18 25
k 27 19 54
k 10 6 17
k 9 5 36
k 10 27 62
k 5 16 22
k 7 10 55
k 26 11 70
k 12 3 60
k 21 7 62
k 0 2 47
k 5 21 17
k 10 15 23
k 29 27 60
k 6 8 16
k 14 29 28
k 13 14 19
k 5 26 73
k 14 2 17
k 8 1 15
k 13 23 19
k 5 4 50
k 2 20 53
k 22 9 16
k 16 2 72
k 11 25 66
k 11 10 68
k 14 15 32
k 5 13 44
k 26 24 37
k 9 8 65
k 1 23 18
k 22 2 62
k 1 27 49
k 25 23 63
k 28 0 31
k 17 11 59
k 4 20 56
k 27 6 38
k 5 11 34
k 4 12 59
k 4 10 43
k 26 22 42
k 16 3 37
k 19 26 29
k 3 10 23
k 10 12 43
k 12 25 47
k 23 27 20
k 8 2 49
k 7 14 18
k 19 4 71
k 4 13 60
k 4 9 52
k 21 24 37
k 6 26 50
k 26 10 72
k 8 5 57
k 6 2 17
k 16 9 29
k 13 0 38
k 14 5 20
k 17 25 63
k 3 12 36
k 22 5 67
k 9 20 39
k 7 4 71
k 20 12 64
k 6 0 62
k 18 11 30
k 0 20 57
k 15 10 54
k 24 29 38
k 6 22 24
k 19 29 62
k 8 12 71
k 12 22 53
k 9 2 56
k 22 18 34
k 8 9 50
k 12 2 19
k 24 22 46
k 10 21 68
k 16 13 30
k 2 29 31
k 12 8 67
k 11 1 31
k 21 28 44
k 21 29 19
k 11 20 38
k 14 24 46
k 15 16 15
k 1 5 49
k 28 27 42
k 27 23 50
k 10 18 52
k 4 2 44
k 1 25 21
k 29 8 58
k 4 19 17
k 25 20 35
k 12 11 29
k 8 4 55
k 23 13 25
k 21 8 29
k 15 21 71
k 1 6 56
k 10 0 23
k 13 8 28
k 25 11 36
k 28 5 32
k 9 24 29
k 3 13 47
k 4 14 60
k 3 5 48
k 12 24 47
k 4 25 37
k 17 14 22
k 21 2 28
k 25 16 24
k 27 9 56
k 9 21 64
k 5 22 37
k 13 12 72
k 14 12 39
k 25 17 17
k 20 19 37
k 29 4 69
k 20 29 30
k 27 4 68
k 25 15 65
k 9 29 25
k 7 22 66
k 3 17 49
k 19 15 56
k 15 1 17
k 12 15 36
k 26 19 24
k 22 7 39
k 3 18 62
k 17 19 26
k 24 25 72
k 8 26 65
k 11 7 52
k 7 27 52
k 16 6 36
k 23 21 27
k 15 24 48
k 7 13 63
k 27 18 18
k 21 26 26
k 6 17 31
k 23 4 73
k 3 25 16
k 29 6 68
k 2 18 44
k 22 28 34
k 10 17 43
k 24 6 32
k 15 12 23
k 26 0 28
k 27 0 42
k 19 16 18
k 19 3 41
k 4 26 20
k 15 5 43
k 4 27 20
k 17 27 59
k 28 2 26
k 13 16 42
k 9 16 57
k 18 19 39
k 17 29 45
k 14 18 69
k 15 6 27
k 10 26 55
k 14 10 60
k 6 1 23
k 23 10 35
k 10 24 18
k 26 7 72
k 16 20 65
k 18 0 15
k 25 26 41
k 8 22 28
k 4 23 74
k 21 19 47
k 10 19 53
k 6 20 15
k 26 28 73
k 17 26 36
k 2 6 24
k 28 7 19
k 26 15 71
k 4 22 43
k 12 28 35
k 9 15 47
k 8 27 31
k 1 19 60
k 19 9 59
c
c source target cost capacity fixed
a 0 17 5 214 418
a 0 15 5 623 485
a 0 27 1 431 515
a 0 11 5 555 351
a 0 6 7 578 358
a 0 28 4 450 209
a 0 29 8 299 478
a 0 20 2 244 150
a 0 19 3 417 299
a 0 4 1 160 344
a 0 23 1 539 299
a 0 8 9 297 179
a 0 3 6 163 157
a 0 5 7 532 552
a 0 22 2 584 440
a 0 1 7 701 150
a 0 7 7 720 344
a 0 26 1 691 440
a 0 25 2 318 105
a 1 18 4 528 120
a 1 0 2 521 120
a 1 26 9 155 97
a 1 6 3 705 739
