c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 292 200
c
c origin destination demand
k 2 11 58
k 2 10 54
k 9 12 74
k 5 11 22
k 19 4 57
k 4 3 24
k 12 10 30
k 2 16 39
k 9 0 25
k 10 12 15
k 18 12 49
k 2 6 74
k 8 13 60
k 8 0 55
k 3 1 64
k 0 11 48
k 19 17 47
k 12 2 69
k 0 19 65
k 19 2 34
k 12 15 35
k 18 9 23
k 18 10 70
k 14 2 16
k 4 13 56
k 2 14 15
k 17 9 20
k 18 7 31
k 3 18 44
k 0 2 45
k 8 17 68
k 14 8 35
k 17 16 58
k 18 3 65
k 19 5 19
k 2 1 28
k 4 14 28
k 7 4 48
k 14 19 69
k 16 11 35
k 11 4 64
k 19 9 34
k 13 10 29
k 14 13 37
k 0 5 60
k 3 9 71
k 19 11 56
k 10 3 55
k 12 17 59
k 18 16 23
k 3 10 56
k 18 13 30
k 18 6 49
k 2 3 27
k 4 6 33
k 18 2 70
k 11 0 66
k 6 16 63
k 15 7 42
k 8 7 49
k 2 8 59
k 9 14 74
k 7 18 67
k 3 6 74
k 1 5 25
k 12 0 46
k 6 12 50
k 18 4 65
k 6 2 24
k 5 7 62
k 5 14 62
k 15 13 58
k 18 1 28
k 16 1 53
k 3 7 62
k 1 2 50
k 16 19 39
k 4 11 64
k 7 9 62
k 5 4 22
k 3 12 15
k 14 11 70
k 0 16 54
k 6 13 48
k 2 4 41
k 11 10 49
k 10 16 29
k 16 18 57
k 0 4 52
k 13 11 27
k 3 15 32
k 14 4 48
k 0 6 27
k 10 5 48
k 17 6 40
k 7 13 29
k 11 9 44
k 13 18 49
k 17 10 21
k 12 9 59
k 12 6 50
k 11 12 39
k 18 19 68
k 3 2 67
k 12 5 19
k 18 5 32
k 13 12 67
k 18 11 45
k 15 17 29
k 8 3 44
k 3 17 50
k 15 8 70
k 15 9 59
k 8 10 40
k 6 1 52
k 8 9 47
k 13 17 59
k 4 17 59
k 13 1 31
k 18 17 18
k 4 10 52
k 17 12 18
k 5 12 54
k 11 5 29
k 7 14 46
k 6 4 73
k 5 19 39
k 16 2 68
k 7 3 73
k 11 17 71
k 1 13 30
k 10 15 23
k 19 14 74
k 8 5 73
k 3 11 59
k 15 3 68
k 12 7 67
k 16 8 36
k 17 5 48
k 5 18 56
k 4 0 61
k 2 13 51
k 14 10 62
k 10 11 60
k 12 1 51
k 5 0 59
k 5 8 41
k 0 14 59
k 11 1 43
k 13 14 58
k 10 1 51
k 15 12 68
k 13 2 29
k 7 12 44
k 17 8 58
k 3 5 64
k 13 19 15
k 16 10 17
k 13 15 35
k 8 4 74
k 9 5 15
k 3 13 27
k 15 4 33
k 16 9 25
k 12 19 25
k 13 8 68
k 1 12 38
k 19 18 35
k 4 7 30
k 13 5 74
k 13 16 52
k 1 18 23
k 10 8 36
k 18 8 15
k 15 11 61
k 9 1 41
k 3 16 55
k 14 17 51
k 15 19 47
k 5 2 27
k 12 4 62
k 10 14 70
k 17 4 44
k 18 0 67
k 19 8 70
k 18 14 21
k 4 5 72
k 8 6 26
k 14 1 43
k 0 9 58
k 4 19 51
k 15 14 35
k 12 11 55
k 9 6 64
k 0 17 18
k 5 6 29
k 1 9 49
k 14 16 18
k 7 10 16
k 12 3 61
c
c source target cost capacity fixed
a 0 7 3 173 2077
a 0 12 6 290 1144
a 0 3 7 192 2950
a 0 6 6 386 903
a 0 15 7 366 933
a 0 14 9 361 1626
a 0 16 3 532 2167
a 0 8 3 577 2739
a 0 1 3 191 2167
a 0 10 7 487 1927
a 0 17 6 421 1204
a 0 11 9 343 2829
a 0 9 5 513 1656
a 0 19 9 397 2167
a 0 4 1 312 602
a 0 18 3 223 452
a 0 13 7 174 1295
a 1 3 5 568 2829
a 1 4 5 420 1626
a 1 10 3 434 1565
a 1 0 5 470 2589
a 1 15 5 573 2047
a 1 5 3 298 2558
a 1 13 3 558 452
a 1 6 7 168 2348
a 1 9 7 565 1355
a 1 14 4 272 1776
a 1 8 2 398 1565
a 1 12 4 383 1295
a 1 11 2 472 2498
a 1 7 7 202 2348
a 1 16 2 273 1686
a 2 7 2 266 482
a 2 12 5 135 1896
a 2 14 4 307 362
a 2 6 2 481 1295
a 2 16 1 573 512
a 2 5 3 291 2528
a 2 9 3 566 2558
a 2 17 3 266 1475
a 2 8 7 170 301
a 2 0 3 527 1445
a 2 4 5 162 1445
a 2 19 5 124 2829
a 2 1 2 180 1716
a 2 11 5 469 1475
a 2 18 7 145 2378
a 2 3 9 487 783
a 2 13 9 507 1927
a 3 4 1 607 2528
a 3 11 1 483 1896
a 3 16 7 219 542
a 3 14 4 414 2107
a 3 6 1 502 1535
a 3 7 8 252 1114
a 3 18 9 211 2920
a 3 5 3 153 663
a 3 0 5 476 2829
a 3 15 8 265 2859
a 3 10 1 203 2679
a 3 17 7 489 1686
a 3 2 5 161 1325
a 3 9 2 271 1836
a 3 13 2 450 2288
a 4 14 4 179 1776
a 4 11 1 261 1325
a 4 13 4 518 2077
a 4 15 2 432 2498
a 4 9 5 312 1776
a 4 18 2 381 2348
a 4 3 2 243 2017
a 4 19 2 477 2498
a 4 5 6 190 2047
a 4 12 9 257 2378
a 4 0 5 555 2017
a 4 1 3 346 1445
a 4 2 2 526 2619
a 4 8 1 208 1204
a 5 14 4 318 2799
a 5 4 4 436 1144
a 5 3 5 219 2107
a 5 6 8 137 1385
a 5 10 1 392 542
a 5 13 8 450 2679
a 5 0 1 573 1415
a 5 16 2 357 1355
a 5 1 4 597 843
a 5 2 9 427 2769
a 5 11 6 392 2348
a 5 19 2 577 362
a 5 17 2 205 2077
a 5 12 7 387 2227
a 5 15 2 228 332
a 5 9 1 361 2890
a 6 19 4 125 1836
a 6 3 5 133 2288
a 6 18 3 488 2589
a 6 2 1 232 2739
a 6 14 6 355 1385
a 6 15 5 527 2227
a 6 9 3 351 873
a 6 5 6 326 2589
a 6 7 4 423 2318
a 6 1 6 593 2589
a 7 8 8 552 542
a 7 9 5 608 2920
a 7 2 7 139 2348
a 7 10 2 591 482
a 7 0 2 497 723
a 7 1 4 136 2829
a 7 19 7 250 2167
a 7 18 9 531 1385
a 7 3 6 301 1114
a 7 14 2 487 2378
a 7 17 3 547 693
a 7 13 3 520 1957
a 7 11 3 548 723
a 8 13 1 436 2799
a 8 6 8 265 1866
a 8 18 9 318 1475
a 8 12 5 442 1084
a 8 10 3 427 1355
a 8 19 4 472 873
a 8 0 3 608 2438
a 8 9 2 541 1626
a 8 7 3 388 1054
a 8 11 2 599 2318
a 8 3 8 221 2438
a 8 14 6 518 1746
a 8 4 3 371 2980
a 8 2 8 280 1776
a 8 16 2 378 1896
a 9 8 2 125 301
a 9 11 5 463 723
a 9 1 9 157 663
a 9 4 3 350 843
a 9 15 2 508 2709
a 9 17 2 529 2709
a 9 18 1 207 2378
a 9 7 9 290 301
a 9 2 2 595 903
a 9 14 1 290 933
a 9 3 3 461 2408
a 9 13 4 268 2258
a 9 6 9 419 482
a 10 11 4 167 482
a 10 5 2 432 1415
a 10 15 7 571 452
a 10 7 3 410 1896
a 10 2 7 219 1114
a 10 16 4 249 2047
a 10 19 1 147 2348
a 10 1 5 349 1656
a 10 8 9 354 1264
a 10 12 9 420 2107
a 10 4 6 152 1234
a 11 12 7 260 2950
a 11 10 2 527 1806
a 11 13 8 500 392
a 11 18 3 540 2468
a 11 3 3 162 1415
a 11 19 5 327 964
a 11 16 7 598 2318
a 11 15 4 240 2950
a 11 7 2 430 2197
a 11 9 9 472 2920
a 11 17 9 310 332
a 11 14 1 557 1264
a 11 4 1 492 843
a 11 0 2 431 843
a 11 1 5 553 2017
a 11 2 6 590 2890
a 11 6 8 222 512
a 11 5 8 307 1746
a 11 8 2 243 1325
a 12 16 8 190 2528
a 12 2 4 318 2167
a 12 13 7 492 301
a 12 11 9 247 1565
a 12 18 7 217 1896
a 12 6 1 128 2649
a 12 8 8 249 2408
a 12 17 1 394 783
a 12 9 1 543 2348
a 12 4 4 544 2679
a 12 15 7 312 1716
a 12 1 3 151 1234
a 12 7 6 412 1445
a 12 19 7 216 2799
a 12 3 2 393 1234
a 12 5 9 151 2498
a 13 8 6 437 1656
a 13 2 1 247 1505
a 13 10 2 608 1204
a 13 0 3 432 2799
a 13 6 1 239 2077
a 13 16 7 211 994
a 13 9 9 150 1565
a 13 5 9 580 572
a 13 7 2 345 1716
a 13 15 5 126 2769
a 13 17 8 425 813
a 13 19 6 508 1385
a 13 12 6 555 964
a 13 14 4 530 2619
a 14 1 9 566 1144
a 14 19 7 566 933
a 14 10 9 455 2318
a 14 2 6 414 1776
a 14 17 2 273 1716
a 14 7 8 412 1234
a 14 13 3 505 1385
a 14 11 8 185 753
a 14 3 7 337 2739
a 14 15 7 196 2348
a 14 5 6 362 2859
a 14 18 2 476 2167
a 14 4 2 463 1475
a 14 16 7 571 1295
a 14 6 8 340 2408
a 15 10 6 406 2438
a 15 8 5 573 2649
a 15 7 3 324 1295
a 15 17 7 465 1866
a 15 11 4 130 1385
a 15 18 7 537 843
a 15 0 1 438 2619
a 15 12 4 551 2739
a 15 1 6 332 1355
a 16 10 8 199 1084
a 16 7 6 526 2950
a 16 12 2 379 1054
a 16 1 9 335 2288
a 16 19 8 441 2709
a 16 8 6 546 1716
a 16 2 2 151 1385
a 16 6 2 459 873
a 16 5 1 571 2920
a 16 11 4 235 392
a 16 3 1 147 1505
a 16 14 3 250 332
a 16 15 6 461 572
a 16 9 2 439 1565
a 16 0 7 416 1927
a 16 18 8 443 2468
a 17 16 1 359 1445
a 17 8 3 140 2980
a 17 5 3 455 2077
a 17 3 3 309 2318
a 17 12 8 331 1445
a 17 6 3 397 2619
a 17 15 5 510 1927
a 17 4 7 232 843
a 17 7 4 552 873
a 17 18 6 577 1445
a 17 10 9 481 2769
a 17 19 4 508 1626
a 17 1 6 456 2859
a 17 0 8 448 2920
a 17 13 2 551 1475
a 17 9 4 603 2920
a 17 2 9 464 1174
a 17 14 4 312 2649
a 18 7 2 170 2649
a 18 0 9 378 512
a 18 1 7 344 1264
a 18 17 8 537 2859
a 18 6 2 223 2980
a 18 12 5 604 2679
a 18 16 5 458 2829
a 18 14 2 277 2438
a 18 9 8 540 2227
a 18 19 1 493 602
a 18 13 4 455 2348
a 18 8 7 294 1174
a 18 11 6 372 1174
a 19 14 3 456 1264
a 19 11 8 498 2197
a 19 17 2 412 2197
a 19 10 5 184 1355
a 19 13 4 293 964
a 19 3 7 190 2498
a 19 2 7 280 2318
a 19 0 7 223 2288
a 19 12 4 307 693
a 19 18 2 290 512
a 19 7 5 255 2047
a 19 8 6 137 2137
a 19 15 2 299 602
a 19 4 6 552 2769
a 19 6 8 467 2950
a 19 9 1 161 2227
