c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 228 200
c
c origin destination demand
k 10 13 48
k 1 6 72
k 19 8 51
k 5 18 49
k 15 9 37
k 11 14 43
k 3 7 39
k 15 3 18
k 11 17 16
k 19 1 66
k 1 5 49
k 4 5 35
k 6 5 73
k 8 0 62
k 1 3 61
k 15 2 47
k 7 14 35
k 5 14 42
k 0 18 64
k 12 14 38
k 1 8 74
k 15 10 18
k 4 7 50
k 1 18 54
k 13 19 55
k 13 8 62
k 16 4 23
k 10 11 23
k 19 3 26
k 16 1 40
k 7 0 28
k 19 18 50
k 15 14 27
k 0 2 33
k 7 19 46
k 18 16 72
k 11 1 41
k 6 13 67
k 0 8 34
k 15 6 59
k 3 9 45
k 0 12 19
k 9 1 38
k 2 14 26
k 14 15 44
k 0 15 52
k 19 17 15
k 19 5 53
k 5 11 60
k 14 0 33
k 9 14 36
k 18 15 18
k 6 10 61
k 7 1 66
k 8 11 43
k 14 5 61
k 8 16 24
k 16 0 48
k 1 7 26
k 13 4 26
k 12 1 17
k 12 3 20
k 7 5 58
k 14 11 46
k 7 13 39
k 8 12 41
k 18 9 43
k 7 12 45
k 9 8 40
k 2 3 48
k 16 3 59
k 13 14 38
k 11 15 63
k 15 16 70
k 13 10 36
k 5 13 28
k 8 10 31
k 14 16 62
k 18 5 61
k 9 11 62
k 19 2 35
k 15 0 19
k 15 17 37
k 2 6 16
k 5 10 18
k 14 17 66
k 5 8 39
k 8 14 73
k 3 0 34
k 10 17 43
k 10 16 15
k 18 11 37
k 3 6 65
k 19 10 40
k 0 13 47
k 7 11 29
k 11 4 53
k 15 1 61
k 6 3 23
k 16 12 60
k 18 3 54
k 0 9 22
k 4 13 34
k 11 0 40
k 9 3 39
k 8 5 40
k 1 9 32
k 8 17 16
k 8 6 69
k 11 7 38
k 10 18 23
k 6 18 48
k 8 13 64
k 2 10 26
k 11 3 18
k 0 6 30
k 7 9 35
k 7 15 21
k 8 2 47
k 16 8 33
k 12 10 64
k 14 1 73
k 17 19 64
k 3 11 41
k 11 18 31
k 10 1 73
k 10 8 58
k 11 9 29
k 10 3 52
k 1 19 72
k 11 6 57
k 17 15 69
k 15 11 23
k 2 8 31
k 5 0 35
k 18 6 46
k 12 4 61
k 0 14 64
k 0 16 19
k 17 5 17
k 8 4 35
k 1 17 43
k 12 7 15
k 17 2 29
k 14 10 18
k 4 12 71
k 2 11 46
k 0 3 56
k 4 15 57
k 17 7 64
k 1 0 73
k 11 12 67
k 5 15 51
k 14 4 21
k 19 12 48
k 19 9 29
k 17 3 61
k 11 8 47
k 9 4 37
k 3 18 60
k 3 15 27
k 12 19 73
k 15 4 40
k 11 13 18
k 14 7 40
k 11 19 28
k 17 18 18
k 4 16 24
k 3 19 48
k 12 8 20
k 12 2 55
k 4 10 30
k 3 5 61
k 6 4 25
k 11 5 71
k 11 16 45
k 0 11 38
k 14 9 59
k 7 3 63
k 5 4 71
k 2 16 35
k 10 4 45
k 2 4 16
k 8 15 33
k 9 2 50
k 18 13 46
k 11 10 67
k 17 11 70
k 19 13 35
k 4 2 41
k 3 14 74
k 3 16 22
k 3 10 36
k 19 6 33
k 16 19 43
k 1 4 71
k 2 19 22
k 15 19 31
k 11 2 60
k 8 7 15
c
c source target cost capacity fixed
a 0 18 1 212 2722
a 0 14 7 629 1902
a 0 10 1 365 2066
a 0 1 6 517 2198
a 1 0 3 369 2657
a 1 19 2 507 2230
a 1 9 9 206 1935
a 1 13 9 177 1968
a 1 6 1 591 2886
a 1 2 3 151 919
a 2 7 5 437 2427
a 2 8 7 582 2853
a 2 14 8 167 3083
a 2 6 7 357 3181
a 2 12 5 509 2722
a 2 17 7 479 427
a 2 1 5 261 525
a 2 4 5 588 2362
a 2 16 7 235 1509
a 2 9 7 634 3181
a 2 18 5 203 2788
a 2 10 3 145 1181
a 2 3 2 450 886
a 2 13 4 516 2329
a 2 5 2 208 2230
a 2 11 9 600 1804
a 2 15 8 354 2886
a 2 0 1 583 2296
a 2 19 7 296 492
a 3 6 6 582 2198
a 3 19 1 455 2722
a 3 10 9 209 1771
a 3 4 9 408 3181
a 3 14 8 590 2952
a 3 7 7 324 1935
a 3 13 4 142 2821
a 3 12 7 203 1378
a 3 2 9 224 3050
a 3 17 5 246 2886
a 3 5 6 152 1312
a 4 9 2 142 1476
a 4 2 6 594 1181
a 4 0 6 447 3116
a 4 12 9 456 2034
a 4 13 8 486 558
a 4 15 2 269 1771
a 5 19 8 544 2230
a 5 2 5 537 2558
a 5 15 6 638 1804
a 5 12 5 180 2362
a 5 11 1 168 2493
a 5 10 7 342 2526
a 5 16 5 512 2657
a 5 1 9 304 328
a 5 13 9 442 2165
a 5 17 5 552 1279
a 6 11 6 296 1837
a 6 8 2 295 2165
a 6 18 5 325 1804
a 6 2 5 235 1607
a 6 5 1 627 1411
a 6 4 6 582 2821
a 6 10 9 354 1607
a 6 16 4 417 3149
a 6 1 1 158 886
a 6 13 9 287 886
a 6 0 8 318 2099
a 6 3 8 360 820
a 6 19 2 434 820
a 6 7 4 325 984
a 6 17 6 529 2165
a 6 14 9 476 2689
a 7 14 3 177 656
a 7 3 4 464 2034
a 7 17 1 194 1706
a 7 10 3 556 2198
a 7 15 2 631 1870
a 7 9 3 239 1411
a 8 14 3 407 1935
a 8 17 4 468 328
a 8 13 8 416 2493
a 8 16 9 351 2591
a 8 9 3 588 1148
a 8 6 5 335 2689
a 8 1 1 309 2526
a 8 12 3 339 2853
a 8 3 2 229 2230
a 8 10 4 579 2755
a 8 19 3 409 2624
a 9 2 9 642 525
a 9 7 3 257 460
a 9 16 6 147 2132
a 9 15 6 487 2066
a 9 19 4 155 1870
a 9 11 6 629 2034
a 9 1 2 130 1771
a 9 5 7 577 2132
a 9 6 8 604 820
a 9 3 1 351 2198
a 9 8 2 163 1181
a 9 17 7 446 624
a 9 10 5 335 1443
a 9 0 3 456 3116
