c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 678 400
c
c origin destination demand
k 10 18 47
k 29 2 59
k 18 16 72
k 27 3 70
k 23 4 53
k 6 14 55
k 8 24 36
k 4 13 21
k 2 7 19
k 27 24 49
k 18 22 57
k 18 5 31
k 9 1 63
k 7 13 59
k 10 20 50
k 0 10 60
k 19 8 27
k 22 14 55
k 23 0 61
k 15 20 50
k 6 27 67
k 8 2 42
k 0 4 50
k 9 24 72
k 23 10 17
k 0 16 17
k 9 11 29
k 27 18 74
k 20 19 52
k 19 4 30
k 29 6 62
k 25 11 47
k 25 2 36
k 15 11 54
k 22 15 53
k 14 22 52
k 14 27 31
k 6 8 59
k 23 14 48
k 18 24 46
k 1 27 51
k 7 4 44
k 8 18 20
k 8 5 35
k 11 9 46
k 5 22 27
k 9 29 20
k 27 8 18
k 29 8 33
k 20 21 67
k 9 16 23
k 24 1 70
k 18 23 44
k 29 1 30
k 2 29 56
k 12 6 73
k 14 10 36
k 0 19 48
k 12 13 56
k 1 24 64
k 0 8 15
k 10 4 60
k 3 14 39
k 25 17 69
k 27 19 31
k 20 29 49
k 0 25 19
k 9 28 72
k 1 5 62
k 22 19 40
k 24 22 24
k 23 26 37
k 23 6 73
k 4 8 40
k 12 29 17
k 22 21 30
k 14 21 41
k 16 22 70
k 18 17 43
k 1 28 22
k 18 15 17
k 18 7 49
k 0 7 68
k 23 28 69
k 17 8 22
k 23 9 20
k 28 12 44
k 12 28 45
k 26 22 34
k 2 24 25
k 5 28 49
k 26 11 41
k 12 0 50
k 29 24 15
k 9 19 48
k 15 8 42
k 15 19 34
k 2 17 66
k 9 3 49
k 9 14 40
k 2 23 27
k 22 28 58
k 3 8 55
k 10 23 33
k 22 8 54
k 28 7 56
k 23 11 54
k 8 20 18
k 24 2 52
k 19 7 35
k 15 25 69
k 7 10 52
k 26 19 44
k 29 0 39
k 29 21 66
k 11 14 35
k 12 20 54
k 2 26 55
k 18 8 62
k 20 23 21
k 12 19 71
k 15 17 67
k 19 21 53
k 8 4 40
k 7 21 31
k 8 28 17
k 14 8 64
k 27 14 17
k 0 3 33
k 25 24 24
k 9 15 46
k 24 25 51
k 6 1 46
k 26 20 31
k 24 20 43
k 29 3 66
k 20 17 46
k 4 26 22
k 1 21 36
k 26 14 19
k 26 13 32
k 19 9 38
k 24 10 61
k 1 2 29
k 3 11 45
k 4 17 70
k 14 7 64
k 23 5 56
k 2 9 69
k 12 18 71
k 1 25 73
k 6 19 37
k 6 11 41
k 6 24 49
k 19 12 45
k 20 14 24
k 23 21 58
k 24 5 33
k 15 23 39
k 12 8 20
k 13 27 41
k 24 17 44
k 14 0 23
k 21 16 37
k 19 20 61
k 11 13 55
k 14 29 32
k 21 4 24
k 25 3 32
k 29 26 27
k 24 15 29
k 26 23 71
k 4 22 18
k 15 2 40
k 25 15 29
k 11 1 15
k 9 22 69
k 21 28 73
k 26 15 19
k 12 25 23
k 11 3 17
k 1 20 43
k 3 16 54
k 16 5 26
k 5 6 59
k 12 23 42
k 13 7 23
k 12 7 39
k 5 2 49
k 22 13 55
k 28 1 15
k 21 10 43
k 19 3 68
k 12 16 65
k 2 8 23
k 18 14 45
k 28 3 28
k 22 1 41
k 8 13 47
k 25 0 63
k 15 12 42
k 27 10 70
k 26 24 20
k 20 2 44
k 10 15 55
k 26 3 21
k 5 8 16
k 7 25 19
k 0 17 52
k 22 26 59
k 29 17 18
k 5 17 23
k 8 29 67
k 3 19 64
k 22 6 50
k 29 23 62
k 12 5 42
k 14 28 40
k 1 22 32
k 13 3 68
k 1 17 33
k 5 23 15
k 0 22 47
k 28 6 56
k 14 3 29
k 18 10 70
k 18 0 36
k 13 2 21
k 18 25 20
k 29 11 48
k 8 3 67
k 28 16 15
k 27 20 30
k 0 14 24
k 15 27 63
k 16 0 21
k 13 19 29
k 29 28 31
k 2 21 41
k 11 12 49
k 0 1 30
k 12 21 65
k 27 0 45
k 8 1 40
k 3 23 74
k 26 21 63
k 20 18 31
k 12 24 56
k 24 8 70
k 12 4 52
k 8 23 64
k 12 2 18
k 3 12 47
k 14 12 47
k 15 5 32
k 13 29 35
k 5 13 16
k 27 17 21
k 25 27 70
k 13 11 16
k 26 4 22
k 28 13 28
k 28 10 48
k 3 6 68
k 25 12 44
k 21 7 42
k 12 11 41
k 28 15 49
k 14 11 56
k 3 24 29
k 24 13 46
k 22 17 72
k 11 18 24
k 19 26 73
k 9 23 38
k 17 19 29
k 3 4 18
k 28 8 18
k 11 0 43
k 24 12 74
k 24 3 19
k 10 11 44
k 27 13 40
k 29 13 55
k 14 25 48
k 14 20 46
k 4 27 65
k 6 3 17
k 28 27 43
k 28 2 65
k 14 26 67
k 0 2 51
k 17 3 71
k 0 20 71
k 0 29 36
k 25 13 28
k 4 16 74
k 10 28 22
k 19 25 49
k 6 10 46
k 13 24 57
k 10 7 40
k 17 29 74
k 1 8 61
k 23 24 52
k 1 12 40
k 3 28 54
k 28 26 65
k 24 9 58
k 21 25 44
k 26 1 29
k 29 14 73
k 14 24 65
k 1 23 69
k 11 19 15
k 21 3 34
k 23 20 52
k 24 21 15
k 25 9 55
k 10 25 21
k 20 10 61
k 4 3 74
k 6 9 51
k 15 6 18
k 27 11 47
k 24 16 49
k 19 28 55
k 19 14 18
k 9 18 17
k 8 10 29
k 0 11 70
k 18 29 32
k 1 19 57
k 3 0 71
k 25 16 16
k 4 6 59
k 24 23 17
k 24 7 59
k 23 12 56
k 11 16 17
k 1 18 30
k 19 10 15
k 25 6 30
k 12 22 29
k 25 7 49
k 11 29 44
k 19 22 59
k 10 16 60
k 12 10 40
k 14 16 35
k 15 0 17
k 14 1 38
k 12 17 62
k 9 20 48
k 29 4 51
k 3 26 40
k 19 18 16
k 9 10 58
k 25 8 27
k 21 20 15
k 3 21 26
k 24 19 46
k 7 17 54
k 20 25 59
k 28 9 62
k 18 2 24
k 18 9 26
k 9 21 64
k 2 14 46
k 6 16 59
k 16 2 41
k 1 3 66
k 18 11 22
k 17 6 68
k 1 6 43
k 1 9 22
k 8 17 31
k 14 13 69
k 1 7 62
k 10 1 17
k 21 26 58
k 16 19 27
k 7 27 18
k 2 15 19
k 26 6 68
k 15 7 26
k 15 18 36
k 20 4 35
k 12 1 48
k 19 1 24
k 29 16 56
k 29 25 46
k 8 7 39
