c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 220 200
c
c origin destination demand
k 16 14 71
k 0 5 32
k 10 17 78
k 2 11 40
k 19 6 53
k 13 8 80
k 17 9 57
k 13 17 72
k 8 0 57
k 14 17 73
k 12 15 36
k 6 8 22
k 0 15 93
k 6 1 95
k 7 3 27
k 4 6 37
k 2 18 33
k 17 5 94
k 0 4 19
k 6 17 59
k 16 1 17
k 7 15 91
k 18 16 53
k 0 17 73
k 4 8 55
k 19 1 71
k 13 16 92
k 15 19 32
k 1 0 46
k 6 13 69
k 1 15 27
k 1 5 36
k 11 3 37
k 13 10 13
k 3 11 71
k 5 19 15
k 11 7 48
k 14 5 71
k 11 8 96
k 18 0 30
k 10 19 63
k 12 3 75
k 8 19 13
k 16 17 76
k 5 3 83
k 4 12 24
k 6 15 26
k 9 8 10
k 2 16 27
k 1 3 72
k 5 18 18
k 16 18 71
k 11 1 47
k 3 15 15
k 8 2 92
k 12 18 17
k 11 17 58
k 8 12 24
k 4 5 69
k 10 0 12
k 17 13 98
k 16 7 58
k 0 3 63
k 8 14 56
k 17 6 48
k 9 11 86
k 1 19 31
k 13 4 78
k 4 1 20
k 12 17 78
k 6 4 34
k 19 12 92
k 12 14 40
k 2 17 20
k 1 2 43
k 14 12 33
k 15 5 77
k 11 6 69
k 5 7 24
k 11 14 51
k 15 3 63
k 12 7 85
k 15 8 55
k 7 5 51
k 19 13 24
k 3 14 44
k 8 6 74
k 11 13 71
k 16 0 13
k 4 14 32
k 17 8 57
k 9 17 40
k 6 7 30
k 5 13 77
k 7 12 63
k 16 3 85
k 2 3 52
k 1 7 10
k 4 19 35
k 1 8 12
k 5 15 45
k 13 0 94
k 15 11 97
k 14 16 46
k 11 5 74
k 16 11 78
k 2 19 47
k 1 6 28
k 2 10 93
k 1 17 15
k 13 9 59
k 14 6 94
k 15 4 51
k 5 1 36
k 12 1 41
k 14 18 18
k 15 9 44
k 13 2 16
k 8 17 33
k 9 2 87
k 0 18 19
k 17 0 47
k 15 16 65
k 16 12 86
k 13 18 47
k 17 2 35
k 9 12 69
k 19 7 88
