c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 291 200
c
c origin destination demand
k 12 11 23
k 13 9 29
k 6 0 60
k 11 12 26
k 16 9 22
k 12 6 33
k 16 5 15
k 12 2 40
k 7 12 51
k 16 1 27
k 7 8 69
k 12 1 18
k 15 9 65
k 6 12 31
k 15 2 74
k 3 0 43
k 7 13 16
k 0 12 45
k 16 6 51
k 17 12 70
k 16 17 22
k 12 15 23
k 19 13 42
k 0 18 70
k 8 12 67
k 8 7 60
k 15 18 40
k 13 19 26
k 19 6 58
k 9 12 60
k 6 9 43
k 12 19 53
k 12 17 67
k 4 18 66
k 11 14 45
k 1 12 25
k 12 5 49
k 6 2 23
k 4 19 38
k 13 11 32
k 5 14 62
k 12 3 35
k 0 17 50
k 9 10 45
k 19 11 26
k 12 4 43
k 18 9 31
k 19 3 61
k 9 4 15
k 16 14 49
k 11 17 38
k 5 15 28
k 2 1 61
k 4 1 73
k 3 11 72
k 2 6 27
k 18 4 34
k 18 13 23
k 19 14 25
k 6 14 51
k 2 9 25
k 1 11 69
k 5 18 35
k 4 15 27
k 14 4 40
k 9 1 59
k 2 19 72
k 3 17 33
k 13 17 34
k 0 7 25
k 14 7 24
k 13 12 42
k 19 18 23
k 6 1 43
k 1 9 73
k 8 11 56
k 3 8 61
k 16 13 17
k 13 7 70
k 0 10 66
k 9 0 62
k 14 2 42
k 7 15 61
k 2 0 39
k 10 3 22
k 16 15 24
k 7 10 24
k 9 19 36
k 8 4 42
k 19 5 26
k 18 15 56
k 13 0 16
k 7 11 16
k 9 15 22
k 18 10 16
k 2 8 71
k 3 10 41
k 5 1 31
k 11 13 45
k 4 9 45
k 19 17 66
k 1 5 71
k 18 5 27
k 18 6 35
k 2 11 68
k 17 1 72
k 9 18 70
k 16 18 21
k 12 18 54
k 6 18 25
k 1 16 66
k 12 13 68
k 7 0 55
k 7 18 30
k 7 4 37
k 7 2 46
k 7 16 48
k 11 18 26
k 18 0 24
k 5 2 63
k 15 19 66
k 18 8 28
k 0 3 57
k 14 10 53
k 8 5 62
k 19 10 30
k 6 8 27
k 1 19 29
k 4 13 27
k 15 5 64
k 17 16 50
k 11 15 42
k 6 3 26
k 12 9 72
k 1 17 45
k 11 7 51
k 13 8 52
k 7 14 69
k 18 7 62
k 2 17 22
k 3 14 37
k 18 3 56
k 9 6 49
k 9 16 34
k 3 18 63
k 17 13 61
k 0 14 54
k 11 1 46
k 12 10 64
k 1 8 31
k 3 19 59
k 14 6 24
k 17 5 26
k 13 14 60
k 3 1 26
k 0 11 71
k 9 13 27
k 3 13 29
k 3 2 53
k 19 2 40
k 18 16 67
k 5 11 54
k 10 16 23
k 8 17 32
k 13 10 59
k 4 8 33
k 15 14 18
k 9 8 33
k 6 15 33
k 16 2 15
k 13 4 19
k 16 10 73
k 19 9 38
k 12 7 25
k 7 6 44
k 10 8 40
k 14 15 62
k 15 0 44
k 15 12 71
k 2 4 46
k 9 17 73
k 8 9 24
k 2 5 32
k 5 0 24
k 4 3 61
k 2 12 23
k 15 8 51
k 8 13 36
k 6 19 57
k 7 9 27
k 19 1 55
k 11 10 49
k 19 8 16
k 2 18 20
k 19 12 58
k 7 1 66
k 3 12 21
k 19 7 57
k 5 7 64
k 6 7 44
c
c source target cost capacity fixed
a 0 13 5 451 1359
a 0 11 2 264 984
a 0 14 8 513 652
a 0 3 4 137 1054
a 0 17 9 214 458
a 0 16 3 456 167
a 0 1 5 112 278
a 0 5 3 219 929
a 0 8 7 132 458
a 0 2 1 114 1081
a 0 15 5 105 735
a 0 18 7 448 707
a 0 10 3 342 167
a 0 12 6 211 1372
a 0 4 1 471 361
a 0 7 2 280 1095
a 0 9 6 491 1220
a 0 6 6 507 347
a 1 5 8 497 1012
a 1 4 6 427 971
a 1 10 1 250 1262
a 1 0 8 216 1054
a 1 14 8 220 1345
a 1 6 5 448 402
a 1 13 2 433 929
a 1 12 9 319 181
a 1 3 9 516 208
a 1 15 4 117 1317
a 1 11 4 108 1095
a 1 19 2 317 749
a 1 18 9 297 1137
a 1 17 8 463 361
a 1 2 1 471 416
a 1 16 2 411 333
a 1 7 4 189 693
a 2 19 5 508 680
a 2 1 8 212 402
a 2 9 4 345 846
a 2 6 1 269 860
a 2 7 7 398 1248
a 2 4 5 281 458
a 2 15 5 166 181
a 2 0 9 490 499
a 2 8 4 155 167
a 2 3 8 474 1095
a 2 17 1 332 596
a 2 16 6 228 416
a 2 14 8 223 444
a 2 10 4 276 430
a 2 5 8 475 333
a 3 0 5 414 513
a 3 15 5 374 583
a 3 7 5 428 790
a 3 13 9 340 693
a 3 1 3 129 305
a 3 9 7 367 1095
a 3 11 4 514 153
a 3 10 3 509 1081
a 3 18 4 393 804
a 3 14 3 467 929
a 3 2 3 378 416
a 3 12 4 276 416
a 4 13 1 438 416
a 4 1 3 329 1345
a 4 16 4 223 666
a 4 14 4 123 1040
a 4 17 6 490 680
a 4 9 7 344 305
a 4 19 6 320 693
a 4 5 6 131 1331
a 4 7 6 119 887
a 4 15 8 149 901
a 4 6 7 390 472
a 4 3 3 382 596
a 5 1 9 404 804
a 5 14 7 116 666
a 5 19 1 214 444
a 5 2 5 146 610
a 5 6 1 161 333
a 5 13 6 437 1303
a 5 12 7 121 1262
a 5 11 4 201 499
a 5 18 9 149 998
a 5 15 1 209 1220
a 5 17 9 507 416
a 6 15 2 508 250
a 6 2 1 360 222
a 6 18 2 332 763
a 6 9 1 334 472
a 6 19 2 374 638
a 6 17 9 105 486
a 6 10 3 463 222
a 6 13 1 461 887
a 6 1 6 324 1317
a 6 12 5 411 1054
a 6 11 1 184 721
a 6 14 9 210 1012
a 6 0 3 236 1123
a 7 18 5 342 486
a 7 11 2 109 874
a 7 8 7 189 1303
a 7 3 3 439 610
a 7 12 8 295 389
a 7 1 5 253 624
a 7 15 5 190 915
a 7 10 7 174 1026
a 7 6 7 236 1040
a 7 9 6 515 1165
a 7 19 7 260 375
a 7 0 4 174 874
a 7 17 7 295 984
a 7 14 6 371 222
a 7 13 1 512 832
a 8 2 2 164 693
a 8 5 3 464 222
a 8 1 6 304 735
a 8 17 9 214 887
a 8 13 6 109 139
a 8 15 2 487 1234
a 8 6 4 178 818
a 8 16 4 409 167
a 8 0 5 366 555
a 8 11 9 252 208
a 9 19 6 183 278
a 9 3 8 362 444
a 9 6 5 431 333
a 9 0 7 256 430
a 9 15 3 431 1234
a 9 11 9 209 624
a 9 16 7 258 1206
a 9 18 5 109 901
a 9 7 4 513 874
a 9 1 2 211 167
a 9 13 9 357 874
a 9 10 4 118 347
a 9 2 3 175 998
a 9 5 9 334 250
a 9 4 5 340 832
a 9 8 9 384 915
a 10 0 2 173 319
a 10 2 8 197 153
a 10 15 7 282 1192
a 10 8 8 370 444
a 10 7 5 343 416
a 10 14 8 131 181
a 10 4 7 467 804
a 10 5 3 284 305
a 10 11 9 479 777
a 10 17 5 334 860
a 10 12 9 168 957
a 10 18 8 163 1262
a 11 17 9 253 804
a 11 19 9 502 569
a 11 7 2 501 610
a 11 9 5 162 707
a 11 13 1 361 652
a 11 0 7 463 1026
a 11 10 4 139 957
a 11 18 1 190 790
a 11 1 3 220 569
a 11 6 5 307 1151
a 11 3 9 299 1275
a 11 16 6 194 1178
a 11 12 5 220 818
a 11 15 3 200 1317
a 11 5 7 515 541
a 11 8 4 117 901
a 11 2 4 520 1372
a 12 17 4 495 1109
a 12 11 6 460 1206
a 12 16 4 446 1151
a 12 1 7 377 1303
a 12 8 3 414 402
a 12 6 8 238 818
a 12 9 4 385 305
a 12 2 5 381 1040
a 12 7 8 304 693
a 12 3 5 286 1220
a 12 5 1 307 874
a 12 18 3 141 1137
a 12 10 1 353 181
a 12 13 2 191 305
a 12 14 2 295 416
a 12 15 4 464 624
a 12 19 7 393 1081
a 12 4 8 163 1151
a 13 6 1 300 541
a 13 1 1 301 943
a 13 7 5 317 513
a 13 3 8 194 499
a 13 16 6 420 167
a 13 9 1 283 915
a 13 15 2 469 569
a 13 0 8 481 1372
a 13 11 6 403 624
a 13 19 9 469 430
a 13 18 8 197 749
a 13 14 2 447 375
a 13 2 2 438 887
a 13 5 8 404 305
a 14 19 3 360 929
a 14 4 4 172 1026
a 14 18 9 516 375
a 14 16 6 204 1206
a 14 5 2 248 181
a 14 8 1 369 167
a 14 1 4 358 499
a 14 9 4 488 998
a 14 6 7 417 790
a 14 2 6 266 319
a 14 10 3 297 1012
a 14 0 1 351 1317
a 14 12 5 473 278
a 15 10 6 367 624
a 15 4 8 300 1026
a 15 13 1 272 984
a 15 17 7 145 278
a 15 14 4 154 333
a 15 8 6 223 707
a 15 3 9 150 319
a 15 18 5 224 735
a 15 12 9 139 527
a 15 9 3 296 1262
a 15 6 7 440 486
a 15 16 2 290 1289
a 15 7 5 276 1109
a 15 0 4 412 208
a 15 19 8 238 1234
a 15 1 1 345 1054
a 15 11 2 183 652
a 15 2 8 133 1123
a 15 5 6 270 1331
a 16 11 6 446 333
a 16 9 4 355 777
a 16 17 2 197 472
a 16 13 4 309 693
a 16 5 4 224 998
