c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 20 294 200
c
c origin destination demand
k 6 1 44
k 9 4 34
k 7 3 18
k 12 4 59
k 0 10 47
k 4 6 44
k 9 18 38
k 17 1 74
k 7 17 46
k 10 9 16
k 18 1 47
k 0 13 19
k 7 0 57
k 14 7 24
k 9 2 18
k 4 13 26
k 19 16 16
k 10 7 38
k 11 8 25
k 18 17 36
k 4 16 60
k 14 17 46
k 7 16 56
k 6 11 46
k 19 10 17
k 1 9 17
k 19 11 45
k 3 10 21
k 18 19 56
k 9 5 66
k 17 15 58
k 13 12 55
k 4 15 52
k 12 2 72
k 19 6 32
k 10 16 65
k 10 18 30
k 11 13 48
k 6 17 47
k 8 9 19
k 19 15 62
k 5 18 46
k 15 13 46
k 16 15 38
k 9 16 32
k 17 9 37
k 0 9 58
k 10 12 59
k 0 2 58
k 9 14 34
k 18 15 19
k 16 18 52
k 7 6 54
k 3 16 59
k 2 16 74
k 6 16 22
k 14 16 30
k 3 1 42
k 13 1 65
k 12 7 53
k 15 5 30
k 18 0 52
k 5 15 60
k 1 12 55
k 0 11 53
k 4 2 52
k 12 8 69
k 14 15 62
k 0 15 33
k 14 4 57
k 1 13 25
k 16 17 34
k 14 10 44
k 5 19 61
k 16 2 23
k 18 5 21
k 11 10 28
k 13 17 33
k 1 8 59
k 7 8 25
k 6 7 59
k 12 17 52
k 14 1 26
k 17 11 29
k 8 10 50
k 6 8 29
k 17 2 21
k 3 14 68
k 5 8 45
k 14 19 33
k 9 15 41
k 8 6 30
k 0 6 29
k 1 19 16
k 19 12 23
k 16 7 73
k 0 12 20
k 2 7 19
k 18 13 51
k 15 19 50
k 6 5 38
k 12 10 20
k 12 9 45
k 17 4 42
k 11 14 46
k 13 8 26
k 10 6 35
k 1 15 25
k 19 4 35
k 11 17 47
k 19 14 50
k 15 12 70
k 11 4 23
k 17 13 25
k 3 6 57
k 17 12 69
k 5 7 29
k 5 4 26
k 18 12 45
k 1 6 29
k 8 14 67
k 19 2 15
k 15 9 41
k 18 14 41
k 15 3 33
k 14 6 28
k 12 1 71
k 12 18 45
k 19 5 31
k 3 18 30
k 7 2 40
k 15 18 42
k 12 6 70
k 4 19 62
k 14 3 44
k 12 0 54
k 19 3 54
k 15 1 31
k 7 10 52
k 3 0 23
k 1 17 32
k 12 14 53
k 0 16 17
k 15 14 33
k 14 0 53
k 14 11 70
k 5 14 15
k 11 19 20
k 0 1 71
k 4 7 73
k 4 17 59
k 16 19 68
k 16 6 27
k 5 2 72
k 19 18 60
k 4 5 36
k 0 14 41
k 7 19 30
k 19 8 62
k 2 15 62
k 5 16 60
k 1 3 24
k 6 9 18
k 2 10 48
k 12 19 31
k 14 8 23
k 12 11 64
k 11 3 31
k 3 5 16
k 16 12 54
k 0 5 46
k 10 13 58
k 2 9 39
k 19 9 15
k 7 9 50
k 14 13 71
k 1 16 71
k 17 8 37
k 8 3 31
k 16 1 62
k 11 0 68
k 4 10 45
k 14 2 23
k 5 6 49
k 6 14 65
k 4 3 47
k 12 3 21
k 5 9 25
k 17 18 21
k 10 5 19
k 3 12 65
k 7 12 70
k 10 15 53
k 11 1 22
k 7 15 43
k 19 0 47
k 7 5 27
k 10 19 51
k 16 14 19
k 3 19 20
c
c source target cost capacity fixed
a 0 11 1 227 1104
a 0 9 7 249 204
a 0 13 4 262 1031
a 0 2 4 297 596
a 0 1 1 345 668
a 0 10 2 135 1118
a 0 7 3 323 392
a 0 16 9 549 697
a 0 19 2 127 726
a 0 4 9 459 872
a 0 6 6 135 581
a 1 0 7 537 1293
a 1 6 9 498 1133
a 1 7 7 403 639
a 1 11 8 485 755
a 1 16 7 352 1365
a 1 18 2 536 755
a 1 17 2 247 407
a 1 3 8 320 712
a 1 4 2 243 1278
a 1 14 9 529 1191
a 1 5 4 440 886
a 1 10 4 111 1002
a 1 8 6 271 726
a 1 19 1 151 915
a 1 2 4 283 1002
a 2 16 7 270 1438
a 2 0 8 420 770
a 2 4 9 279 305
a 2 9 8 492 944
a 2 3 2 524 1118
a 2 8 2 215 1409
a 2 17 9 486 697
a 2 19 9 307 189
a 2 14 6 337 770
a 2 5 9 274 654
a 2 11 1 463 842
a 2 10 9 212 973
a 2 7 2 455 494
a 2 18 8 419 407
a 2 12 7 306 625
a 2 1 6 467 392
a 2 6 2 131 1234
a 3 5 7 116 886
a 3 14 6 487 1147
a 3 19 7 508 1380
a 3 8 2 163 146
a 3 9 6 484 451
a 3 12 2 539 552
a 3 13 5 142 421
a 3 6 2 439 1336
a 3 17 3 527 1307
a 3 18 2 480 755
a 3 10 2 322 915
a 3 0 3 148 1336
a 3 15 3 215 1423
a 3 16 4 177 436
a 3 4 3 297 1017
a 4 18 9 516 262
a 4 9 9 261 1176
a 4 13 5 162 1249
a 4 3 2 153 363
a 4 0 3 195 204
a 4 17 4 227 1017
a 4 10 1 273 1205
a 4 11 3 282 1220
a 4 12 7 312 1118
a 4 15 4 251 509
a 4 1 5 548 944
a 4 19 9 113 1336
a 4 2 9 217 247
a 4 5 5 402 741
a 4 16 1 122 901
a 4 6 3 349 930
a 5 19 7 420 218
a 5 2 7 240 639
a 5 18 1 246 1351
a 5 8 9 222 320
a 5 11 9 216 1017
a 5 6 1 168 1133
a 5 14 6 529 305
a 5 3 9 391 1046
a 5 12 4 157 1263
a 5 10 4 551 857
a 5 7 2 157 1176
a 5 1 3 290 451
a 5 4 9 200 291
a 5 17 7 453 973
a 5 0 6 199 930
a 5 9 5 219 1293
a 6 2 7 499 654
a 6 9 2 268 1220
a 6 10 4 178 1104
a 6 11 5 130 813
a 6 17 2 317 901
a 6 1 8 327 842
a 6 4 4 275 392
a 6 3 7 136 1191
a 6 13 4 318 218
a 6 7 5 398 799
a 6 12 7 520 857
a 6 5 8 373 349
a 6 16 3 389 1002
a 6 18 5 394 1394
a 7 14 3 133 567
a 7 5 3 232 407
a 7 10 3 176 901
a 7 13 3 551 799
a 7 4 1 233 407
a 7 8 1 223 697
a 7 18 1 168 842
a 7 19 2 432 233
a 7 17 3 168 668
a 7 2 8 159 683
a 7 12 7 221 1307
a 7 1 3 217 1191
a 7 15 3 506 320
a 7 3 4 529 799
a 7 11 1 216 451
a 8 19 1 271 1293
a 8 18 2 388 901
a 8 6 3 518 523
a 8 17 2 530 247
a 8 1 6 201 1220
a 8 15 3 485 625
a 8 11 7 375 363
a 8 0 1 258 915
a 8 4 8 496 1046
a 8 7 8 248 697
a 8 12 4 417 770
a 8 16 1 210 1409
a 8 3 4 296 1365
a 8 13 8 131 1423
a 8 2 6 347 1293
a 8 5 4 444 1089
a 8 14 3 314 552
a 8 10 9 237 1336
a 8 9 9 363 291
a 9 19 8 517 1423
a 9 4 1 113 1322
a 9 8 2 369 160
a 9 6 7 358 726
a 9 3 2 400 581
a 9 13 5 547 1365
a 9 0 5 384 480
a 9 18 7 499 1046
a 9 10 1 297 828
a 9 17 8 373 407
a 9 16 9 129 1220
a 9 2 3 305 1220
a 9 1 9 476 247
a 9 14 2 450 784
a 9 11 2 548 523
a 9 12 8 479 349
a 9 15 8 303 1017
a 10 8 5 171 1307
a 10 17 1 310 915
a 10 5 5 226 988
a 10 9 3 467 363
a 10 1 8 312 1293
a 10 2 7 338 378
a 10 3 7 419 1322
a 10 6 1 545 407
a 10 15 2 281 1307
a 10 7 3 410 1365
a 10 18 1 545 988
a 11 17 3 448 247
a 11 1 4 281 233
a 11 19 3 112 784
a 11 6 3 265 639
a 11 12 9 182 509
a 11 0 1 126 944
a 11 4 4 482 1278
a 11 8 4 506 1220
a 11 13 8 508 1075
a 11 10 5 531 189
a 11 16 9 523 494
a 11 5 6 112 697
a 11 3 6 401 654
a 11 14 1 527 1394
a 11 15 2 379 436
a 12 10 1 279 334
a 12 4 5 543 189
a 12 8 2 186 639
a 12 14 6 273 915
a 12 15 9 355 1176
a 12 18 5 386 1075
a 12 13 4 445 320
a 12 0 7 452 218
a 12 3 3 421 305
a 12 19 5 410 886
a 12 7 1 137 1336
a 12 6 3 441 1191
a 12 17 9 201 523
a 12 11 4 505 363
a 12 9 4 406 683
a 12 5 8 183 421
a 12 2 8 243 1293
a 12 16 9 470 799
a 12 1 5 412 305
a 13 12 3 524 1307
a 13 14 7 201 1278
a 13 16 1 482 596
a 13 17 6 265 1147
a 13 6 7 162 610
a 13 0 9 518 494
a 13 10 3 297 581
a 13 19 4 443 334
a 13 4 2 217 639
a 13 3 5 465 610
a 13 8 8 380 799
a 13 11 9 530 349
a 13 2 3 524 1060
a 13 15 4 485 1089
a 13 1 2 343 552
a 13 7 9 518 1293
a 14 15 4 490 436
a 14 7 5 114 146
a 14 19 2 397 1365
a 14 5 7 547 1046
a 14 4 4 353 1176
a 14 6 4 352 1060
a 14 9 2 254 1205
a 14 16 2 368 726
a 14 10 2 305 973
a 14 12 6 315 625
a 14 1 5 177 1031
a 14 8 1 520 276
a 14 3 1 381 552
a 14 0 7 416 552
a 14 17 1 254 262
a 14 11 1 146 567
a 14 2 7 494 1205
a 14 13 3 246 1205
a 14 18 9 525 610
a 15 10 1 546 668
a 15 11 2 162 567
a 15 3 7 147 175
a 15 12 7 483 1278
a 15 16 5 487 363
a 15 7 4 167 886
a 15 13 8 337 959
a 15 19 2 503 436
a 15 1 8 260 886
a 15 4 3 440 421
a 15 9 1 495 639
a 15 18 9 326 828
a 15 0 8 180 276
a 16 13 3 399 1336
a 16 2 2 367 639
a 16 12 2 382 465
a 16 0 9 507 1147
a 16 8 5 516 465
a 16 3 4 536 523
a 16 7 6 282 596
a 16 19 8 142 1394
a 16 14 7 195 378
a 16 1 4 226 262
a 16 17 2 451 509
a 17 18 6 371 262
a 17 16 4 114 1075
a 17 19 8 518 421
a 17 11 7 315 1380
a 17 6 8 182 1046
a 17 12 5 540 857
a 17 8 7 327 523
a 17 1 2 239 755
a 17 4 5 281 480
a 17 2 9 374 1031
a 17 5 9 297 1162
a 17 14 4 247 349
a 17 13 1 290 581
a 17 0 1 326 1147
a 18 14 6 480 1293
a 18 3 7 264 146
a 18 6 4 388 1205
a 18 12 8 523 1394
a 18 19 9 285 654
a 18 16 8 232 1002
a 18 8 5 285 1278
a 18 15 7 227 509
a 18 4 1 392 1307
a 18 2 7 548 421
a 19 10 4 308 1220
a 19 14 9 134 1147
a 19 9 1 205 625
a 19 0 1 454 175
a 19 18 5 518 247
a 19 16 5 488 378
a 19 1 8 273 1147
a 19 5 1 380 828
a 19 7 8 329 1322
a 19 6 8 184 233
a 19 17 6 341 523
