c fixed charge multi commodity flow
c
c problem vertices edges commodities
p fcmcf 30 516 400
c
c origin destination demand
k 8 4 67
k 22 11 70
k 27 28 20
k 17 16 65
k 20 0 36
k 17 11 66
k 17 27 56
k 13 10 24
k 23 0 15
k 7 3 31
k 14 20 44
k 27 14 29
k 10 12 38
k 12 27 65
k 25 17 32
k 7 4 16
k 1 2 49
k 8 23 67
k 7 28 56
k 24 11 35
k 1 20 46
k 8 15 28
k 11 21 31
k 15 2 26
k 2 7 24
k 16 9 40
k 8 25 37
k 29 28 28
k 23 15 64
k 25 2 72
k 8 10 58
k 6 12 45
k 24 20 63
k 8 3 36
k 29 2 37
k 5 19 26
k 5 12 58
k 22 19 53
k 3 17 23
k 10 29 66
k 13 16 74
k 13 11 37
k 0 8 44
k 22 29 28
k 9 22 43
k 1 28 72
k 2 10 71
k 19 28 23
k 2 13 38
k 0 7 23
k 3 24 20
k 9 3 55
k 11 18 52
k 5 11 68
k 2 15 72
k 12 22 68
k 2 26 26
k 19 13 53
k 11 24 72
k 25 5 34
k 12 11 46
k 17 25 16
k 0 3 17
k 13 6 62
k 10 0 57
k 8 11 52
k 18 7 58
k 16 1 53
k 10 13 26
k 13 7 29
k 3 18 66
k 4 25 33
k 22 5 53
k 16 21 28
k 29 16 47
k 25 29 34
k 12 21 44
k 10 28 39
k 24 2 31
k 15 5 21
k 7 20 59
k 28 1 71
k 16 11 34
k 20 2 28
k 17 21 56
k 22 6 23
k 10 9 56
k 17 2 50
k 19 1 20
k 25 23 74
k 25 27 51
k 26 25 65
k 27 10 63
k 21 11 17
k 12 0 47
k 14 10 21
k 27 19 33
k 27 12 73
k 7 8 20
k 29 9 26
k 20 3 49
k 25 22 29
k 10 8 72
k 27 22 52
k 9 19 65
k 25 18 37
k 18 9 64
k 25 28 49
k 7 16 24
k 16 14 27
k 17 8 48
k 17 26 43
k 21 22 32
k 9 8 16
k 16 29 71
k 7 10 33
k 3 19 18
k 15 21 72
k 15 1 63
k 24 13 34
k 6 24 43
k 3 8 18
k 1 19 15
k 18 6 50
k 13 0 46
k 10 14 57
k 3 22 27
k 29 27 71
k 13 25 47
