c multi commodity flow
c
c problem vertices edges commodities
p mcf 625 2400 4000
c
c origin destination demand
k 140 114 71
k 268 96 76
k 318 605 56
k 437 580 58
k 282 366 64
k 396 469 48
k 427 523 38
k 264 364 50
k 199 100 45
k 77 612 16
k 564 272 96
k 555 173 18
k 336 48 72
k 23 579 47
k 222 247 29
k 601 251 98
k 425 589 67
k 389 101 23
k 517 107 75
k 404 490 16
k 399 528 47
k 324 601 91
k 169 250 53
k 603 619 52
k 267 323 71
k 179 594 67
k 571 327 40
k 559 326 79
k 74 478 56
k 406 300 93
k 292 352 44
k 308 585 54
k 120 509 84
k 197 319 47
k 273 278 46
k 560 272 63
k 47 453 93
k 494 170 21
k 52 505 25
k 201 584 49
k 100 345 14
k 72 320 67
k 43 419 92
k 458 98 11
k 43 240 68
k 558 358 89
k 187 551 85
k 218 491 100
k 296 583 20
k 339 70 80
k 8 479 70
k 388 120 49
k 133 513 99
k 109 456 29
k 406 527 46
k 534 489 50
k 15 144 11
k 1 182 62
k 314 38 30
k 79 307 97
k 406 36 33
k 419 143 69
k 451 266 54
k 404 286 81
k 379 154 76
k 281 367 77
k 424 275 26
k 151 246 98
k 250 277 68
k 412 74 96
k 137 170 37
k 52 448 87
k 286 400 57
k 157 116 67
k 532 15 87
k 219 585 68
k 362 586 75
k 601 486 68
k 248 35 94
k 603 214 25
k 102 86 44
k 572 245 76
k 75 451 36
k 33 342 35
k 3 153 22
k 75 56 53
k 556 290 24
k 190 542 82
k 592 384 14
k 448 304 21
k 241 406 70
k 546 75 59
k 99 522 77
k 279 608 85
k 559 37 54
k 609 523 13
k 205 32 39
k 110 586 71
k 450 275 22
k 529 278 69
k 340 527 21
k 593 179 85
k 461 14 68
k 138 269 90
k 99 227 76
k 265 6 32
k 81 258 91
k 606 18 34
k 250 522 50
k 82 77 53
k 514 478 47
k 40 293 63
k 19 72 63
k 279 453 71
k 423 393 83
k 336 181 45
k 504 281 78
k 422 290 64
k 586 257 87
k 353 496 84
k 38 58 54
k 118 136 70
k 619 506 33
k 219 75 21
k 93 580 59
k 611 136 73
k 596 107 96
k 604 12 93
k 37 481 15
k 345 285 64
k 85 92 49
k 494 516 35
k 609 308 83
k 370 389 64
k 555 358 55
k 450 415 97
k 32 396 25
k 156 214 22
k 550 607 14
k 492 280 84
k 130 396 49
k 323 26 20
k 215 360 57
k 235 408 66
k 124 245 59
k 344 110 77
k 192 190 38
k 402 283 37
k 472 151 87
k 238 75 49
k 210 350 96
k 220 122 13
k 49 38 67
k 556 321 20
k 524 181 42
k 462 497 12
k 292 393 38
k 303 197 53
k 291 119 81
k 364 26 48
k 217 572 100
k 223 238 46
k 373 304 15
k 79 228 30
k 312 270 36
k 461 508 21
k 315 97 53
k 20 67 72
k 481 204 94
k 38 551 46
k 105 31 21
k 609 497 11
k 14 230 43
k 278 504 34
k 202 485 86
k 58 302 83
k 400 290 63
k 230 98 59
k 455 487 73
k 564 415 32
k 207 557 59
k 622 104 80
k 135 313 33
k 534 506 25
k 347 549 44
k 8 465 81
k 342 30 33
k 121 32 35
k 192 441 82
k 255 290 42
k 368 164 35
k 158 21 71
k 363 604 85
k 56 184 47
k 542 374 86
k 545 305 63
k 169 103 26
