c multi commodity flow
c planar150
c
c problem vertices edges commodities
p mcf 150 850 2239
c
c origin destination demand
k 0 11 5
k 0 24 11
k 0 28 12
k 0 34 10
k 0 39 5
k 0 75 12
k 0 84 7
k 0 93 9
k 0 105 6
k 0 107 11
k 0 125 13
k 0 131 5
k 0 133 8
k 0 143 9
k 1 8 11
k 1 19 10
k 1 39 11
k 1 40 5
k 1 46 11
k 1 52 6
k 1 61 5
k 1 63 5
k 1 64 5
k 1 109 11
k 1 114 7
k 1 120 3
k 1 125 11
k 1 127 9
k 1 128 4
k 1 137 7
k 1 141 12
k 1 146 7
k 2 0 10
k 2 8 3
k 2 9 8
k 2 18 7
k 2 49 9
k 2 54 4
k 2 64 10
k 2 68 4
k 2 94 5
k 2 97 5
k 2 107 6
k 3 0 7
k 3 7 3
k 3 9 3
k 3 11 13
k 3 28 3
k 3 48 10
k 3 66 12
k 3 68 5
k 3 71 9
k 3 72 7
k 3 77 3
k 3 80 4
k 3 113 3
k 3 128 8
k 3 131 12
k 3 132 12
k 4 12 13
k 4 13 12
k 4 36 13
k 4 45 7
k 4 51 9
k 4 64 10
k 4 74 9
k 4 75 13
k 4 85 9
k 4 100 6
k 4 108 5
k 4 112 11
k 4 122 11
k 4 123 11
k 4 127 9
k 5 3 8
k 5 7 3
k 5 9 6
k 5 23 6
k 5 77 3
k 5 83 5
k 5 86 11
k 5 89 6
k 5 91 4
k 5 93 5
k 5 100 7
k 5 109 9
k 5 117 11
k 5 120 3
k 5 121 7
k 5 126 13
k 5 129 11
k 5 148 6
k 6 14 8
k 6 24 4
k 6 40 9
k 6 60 13
k 6 70 7
k 6 87 11
k 6 98 6
k 6 112 4
k 6 113 10
k 6 131 7
k 6 135 6
k 6 140 5
k 7 17 13
k 7 18 5
k 7 32 4
k 7 58 7
k 7 65 8
k 7 66 11
k 7 67 13
k 7 76 3
k 7 102 4
k 7 104 4
k 7 119 7
k 7 123 13
k 7 138 13
k 7 139 13
k 7 144 9
k 7 148 9
k 8 5 5
k 8 10 11
k 8 24 8
k 8 36 9
k 8 39 6
k 8 67 10
k 8 88 12
k 8 101 7
k 8 104 13
k 8 107 3
k 8 108 5
k 8 112 5
k 8 114 11
k 8 120 5
k 8 124 13
k 8 125 6
k 8 126 7
k 9 7 6
k 9 15 9
k 9 20 3
k 9 23 10
k 9 24 4
k 9 41 6
k 9 45 13
k 9 48 10
k 9 49 5
k 9 91 8
k 9 114 7
k 9 124 5
k 9 128 8
k 9 136 12
k 9 149 4
k 10 9 6
k 10 16 8
k 10 20 7
k 10 46 11
k 10 69 11
k 10 78 4
k 10 93 9
k 10 110 3
k 10 115 3
k 10 117 3
k 10 129 11
k 10 134 6
k 10 135 3
k 10 145 9
k 11 5 9
k 11 8 4
k 11 36 4
k 11 44 13
k 11 48 9
k 11 53 13
k 11 59 8
k 11 66 4
k 11 83 9
k 11 86 12
k 11 140 3
k 11 142 4
k 11 145 12
k 12 2 8
k 12 7 9
k 12 20 6
k 12 21 8
k 12 36 4
k 12 39 7
k 12 72 9
k 12 80 8
k 12 82 3
k 12 98 5
k 12 112 12
k 12 123 13
k 12 128 5
k 12 143 5
k 12 144 4
k 13 17 4
k 13 31 8
k 13 32 13
k 13 33 10
k 13 38 6
k 13 44 5
k 13 45 13
k 13 50 3
k 13 81 7
k 13 87 4
k 13 99 13
k 13 102 11
k 13 113 7
k 13 122 8
k 13 125 6
k 13 127 4
k 13 139 3
k 14 2 5
k 14 37 8
k 14 51 8
k 14 53 13
k 14 60 4
k 14 68 9
k 14 70 12
k 14 123 3
k 14 146 10
k 15 1 10
k 15 25 5
k 15 32 5
k 15 39 8
k 15 62 6
k 15 74 6
k 15 92 8
k 15 95 9
k 15 100 8
k 15 102 13
k 15 105 3
k 15 118 8
k 15 126 13
k 15 129 10
k 15 133 11
k 15 144 13
k 16 1 3
k 16 9 10
k 16 10 12
k 16 14 8
k 16 18 10
k 16 20 11
k 16 21 3
k 16 22 4
k 16 26 9
k 16 29 7
k 16 37 10
k 16 39 12
k 16 42 4
k 16 55 12
k 16 70 8
k 16 77 11
k 16 98 7
k 16 99 9
k 16 101 5
k 16 107 6
k 16 110 9
k 17 16 7
k 17 21 13
k 17 24 6
k 17 40 10
k 17 44 12
k 17 53 6
k 17 62 12
k 17 67 7
k 17 72 5
k 17 98 6
k 17 122 4
k 17 128 12
k 18 15 8
k 18 20 4
k 18 28 11
k 18 51 6
k 18 63 3
k 18 89 4
k 18 119 4
k 18 121 8
k 18 126 3
k 18 129 8
k 18 130 8
k 18 131 8
k 18 135 5
k 19 9 9
k 19 39 4
k 19 42 5
k 19 46 13
k 19 51 12
k 19 73 5
k 19 82 10
k 19 84 10
k 19 106 11
k 19 110 11
k 19 118 3
k 19 121 8
k 19 124 4
k 19 128 13
k 19 135 10
k 19 142 12
k 19 144 7
k 20 13 3
k 20 17 13
k 20 33 13
k 20 39 9
k 20 52 3
k 20 54 3
k 20 73 7
k 20 88 10
k 20 91 10
k 20 102 9
k 20 106 13
k 20 109 8
k 20 114 13
k 20 126 10
k 20 127 6
k 20 131 8
k 20 141 3
k 20 144 6
k 20 145 10
k 20 146 11
k 21 8 13
k 21 11 5
k 21 15 10
k 21 23 8
k 21 24 7
k 21 62 11
k 21 72 10
k 21 82 13
k 21 92 3
k 21 96 3
k 21 98 3
k 21 114 5
k 21 117 5
k 21 123 10
k 21 145 10
k 22 21 9
k 22 35 3
k 22 44 4
k 22 69 7
k 22 78 5
k 22 79 13
k 22 88 3
k 22 103 7
k 22 132 11
k 22 138 7
k 23 10 12
k 23 33 8
k 23 50 10
k 23 56 5
k 23 63 10
k 23 64 13
k 23 65 3
k 23 74 4
k 23 85 6
k 23 107 9
k 23 111 6
k 23 113 8
k 23 115 11
k 23 118 11
k 23 132 12
k 23 134 3
k 23 135 6
k 23 144 6
k 23 146 4
k 24 5 12
k 24 18 13
k 24 29 9
k 24 34 3
k 24 40 10
k 24 43 5
k 24 45 3
k 24 49 13
k 24 52 12
k 24 56 10
k 24 69 7
k 24 93 3
k 24 107 3
k 24 108 9
k 24 117 12
k 24 131 4
k 24 132 12
k 24 141 5
k 24 147 13
k 25 0 7
k 25 1 13
k 25 8 4
k 25 43 11
k 25 88 6
k 25 97 11
k 25 109 9
k 25 121 3
k 25 138 12
k 25 140 12
k 25 141 5
k 25 146 10
k 26 0 10
k 26 6 11
k 26 21 5
k 26 29 5
k 26 36 4
k 26 46 12
k 26 51 7
k 26 76 4
k 26 84 8
k 26 85 6
k 26 88 9
k 26 100 3
k 26 104 5
k 26 131 7
k 26 144 8
k 27 13 5
k 27 14 9
k 27 15 12
k 27 22 9
k 27 26 13
k 27 46 12
k 27 52 11
k 27 58 5
k 27 76 5
k 27 85 5
k 27 87 3
k 27 90 6
k 27 98 5
k 27 103 12
k 27 109 13
k 27 112 8
k 27 113 6
k 27 128 9
k 27 130 6
k 27 133 10
k 27 134 8
k 27 138 5
k 27 147 5
k 28 3 6
k 28 6 8
k 28 16 13
k 28 22 7
k 28 51 12
k 28 62 3
k 28 63 4
k 28 70 13
k 28 71 3
k 28 78 5
k 28 101 5
k 28 109 4
k 28 110 6
k 28 112 13
k 28 118 10
k 28 120 5
k 28 128 7
k 28 143 5
k 29 36 11
k 29 39 10
k 29 44 7
k 29 47 8
k 29 61 11
k 29 63 5
k 29 93 8
k 29 106 5
k 29 113 7
k 29 128 3
k 29 131 7
k 29 139 8
k 30 5 10
k 30 8 5
k 30 13 6
k 30 15 7
k 30 19 13
k 30 27 5
k 30 32 4
k 30 34 3
k 30 37 9
k 30 42 6
k 30 44 8
k 30 50 3
k 30 55 8
k 30 61 5
k 30 63 7
k 30 121 3
k 30 122 5
k 30 139 7
k 30 140 7
k 30 146 12
k 31 6 5
k 31 53 10
k 31 68 10
k 31 90 9
k 31 91 6
k 31 97 4
k 31 99 13
k 31 102 11
k 31 103 6
k 31 106 8
k 31 110 12
k 31 119 5
k 31 127 4
k 31 133 13
k 32 1 13
k 32 19 13
k 32 26 3
k 32 36 3
k 32 37 13
k 32 59 12
k 32 63 13
k 32 87 3
k 32 88 10
k 32 92 9
k 32 106 11
k 32 110 4
k 32 132 3
k 32 141 9
k 33 60 7
k 33 65 6
k 33 77 5
k 33 83 3
k 33 92 13
k 33 120 5
k 33 137 11
k 33 148 4
k 34 3 4
k 34 13 10
k 34 17 10
k 34 19 9
k 34 28 10
k 34 39 11
k 34 40 6
k 34 46 13
k 34 70 12
k 34 89 5
k 34 98 13
k 34 129 7
k 34 132 7
k 34 136 3
k 34 137 12
k 35 12 13
k 35 19 4
k 35 22 7
k 35 24 8
k 35 34 8
k 35 37 11
k 35 39 13
k 35 50 6
k 35 52 9
k 35 53 12
k 35 58 7
k 35 70 12
k 35 71 3
k 35 87 3
k 35 105 11
k 35 111 4
k 35 124 4
k 35 148 8
k 35 149 7
k 36 16 4
k 36 19 12
k 36 22 12
k 36 23 5
k 36 28 5
k 36 32 6
k 36 42 6
k 36 43 9
k 36 58 5
k 36 59 9
k 36 77 13
k 36 78 7
k 36 91 4
k 36 94 11
k 36 107 4
k 36 114 10
k 36 139 6
k 36 145 12
k 36 149 3
k 37 3 12
k 37 12 7
k 37 13 8
k 37 18 6
k 37 21 13
k 37 34 12
k 37 50 13
k 37 63 6
k 37 74 5
k 37 75 4
k 37 77 7
k 37 80 13
k 37 105 11
k 37 119 3
k 37 124 7
k 37 128 11
k 37 138 8
k 38 9 5
k 38 24 7
k 38 26 9
k 38 27 6
k 38 28 3
k 38 40 8
k 38 52 8
k 38 57 7
k 38 58 7
k 38 80 8
k 38 106 7
k 38 108 3
k 38 118 4
k 38 123 3
k 38 124 9
k 38 138 8
k 38 146 9
k 39 1 3
k 39 22 6
k 39 28 11
k 39 30 13
k 39 32 10
k 39 47 5
k 39 54 3
k 39 62 13
k 39 115 13
k 39 120 10
k 39 130 12
k 39 131 12
k 39 138 10
k 39 144 12
k 39 148 12
k 40 4 8
k 40 26 9
k 40 44 11
k 40 46 5
k 40 53 3
k 40 63 12
k 40 70 8
k 40 100 4
k 40 104 9
k 40 112 7
k 40 117 7
k 40 118 11
k 40 125 6
k 40 140 8
k 40 143 7
k 41 8 5
k 41 13 3
k 41 21 8
k 41 28 11
k 41 64 4
k 41 66 6
k 41 73 7
k 41 90 3
k 41 93 3
k 41 101 13
k 41 105 4
k 41 125 7
k 41 127 6
k 41 128 13
k 41 129 7
k 41 134 5
k 41 135 12
k 41 143 11
k 41 147 8
k 41 149 10
k 42 3 6
k 42 22 6
k 42 27 13
k 42 69 12
k 42 74 9
k 42 75 6
k 42 88 8
k 42 91 12
k 42 94 3
k 42 97 12
k 42 120 5
k 42 131 12
k 42 132 13
k 42 133 10
k 43 4 8
k 43 28 4
k 43 59 13
k 43 67 11
k 43 71 7
k 43 97 6
k 43 101 13
k 43 119 8
k 43 120 6
k 43 127 12
k 43 130 11
k 43 131 10
k 43 148 6
k 44 2 5
k 44 6 9
k 44 18 13
k 44 33 8
k 44 41 8
k 44 51 8
k 44 55 7
k 44 66 7
k 44 88 6
k 44 90 4
k 44 95 12
k 44 101 4
k 44 123 6
k 44 134 6
k 44 135 10
k 44 143 12
k 44 145 6
k 44 149 9
k 45 10 11
k 45 19 13
k 45 41 7
k 45 57 8
k 45 58 10
k 45 79 11
k 45 81 4
k 45 84 12
k 45 92 6
k 45 108 10
k 45 112 11
k 45 121 6
k 45 126 12
k 45 139 6
k 46 9 7
k 46 18 13
k 46 36 5
k 46 43 4
k 46 58 6
k 46 59 4
k 46 72 9
k 46 93 3
k 46 103 4
k 46 104 8
k 46 109 4
k 46 116 10
k 46 124 13
k 46 145 6
k 46 147 5
k 47 17 12
k 47 30 12
k 47 44 10
k 47 60 10
k 47 69 9
k 47 76 4
k 47 85 6
k 47 86 3
k 47 95 11
k 47 104 6
k 47 105 13
k 47 107 11
k 47 109 6
k 47 120 13
k 47 129 11
k 47 142 11
k 48 0 5
k 48 9 10
k 48 12 10
k 48 30 10
k 48 39 13
k 48 50 9
k 48 51 12
k 48 56 10
k 48 57 13
k 48 65 6
k 48 91 12
k 48 96 5
k 48 131 5
k 48 141 13
k 48 145 11
k 49 11 11
k 49 29 3
k 49 32 13
k 49 38 4
k 49 50 9
k 49 55 9
k 49 60 12
k 49 69 4
k 49 73 3
k 49 76 10
k 49 83 13
k 49 90 6
k 49 125 3
k 49 129 7
k 49 139 6
k 50 4 3
k 50 10 11
k 50 25 6
k 50 48 13
k 50 54 6
k 50 77 3
k 50 86 13
k 50 93 5
k 50 114 5
k 50 121 4
k 50 126 4
k 50 146 5
k 51 2 7
k 51 10 4
k 51 23 9
k 51 35 12
k 51 41 4
k 51 46 7
k 51 66 11
k 51 80 4
k 51 91 10
k 51 96 9
k 51 101 7
k 51 109 5
k 51 121 10
k 51 123 6
k 51 125 8
k 51 139 13
k 52 17 3
k 52 31 7
k 52 39 6
k 52 40 9
k 52 56 8
k 52 63 12
k 52 75 13
k 52 76 12
k 52 84 9
k 52 85 8
k 52 92 5
k 52 96 8
k 52 101 5
k 52 114 7
k 52 123 3
k 52 127 3
k 53 0 6
k 53 2 11
k 53 3 8
k 53 7 3
k 53 36 11
k 53 39 7
k 53 47 6
k 53 56 7
k 53 66 11
k 53 76 7
k 53 95 9
k 53 110 13
k 53 130 9
k 53 133 5
k 54 6 5
k 54 15 4
k 54 33 4
k 54 76 13
k 54 83 11
k 54 89 11
k 54 97 3
k 54 104 4
k 54 107 4
k 54 115 8
k 54 134 12
k 54 149 7
k 55 23 11
k 55 27 10
k 55 38 7
k 55 39 5
k 55 43 6
k 55 46 13
k 55 47 5
k 55 62 4
k 55 66 10
k 55 80 6
k 55 86 9
k 55 90 8
k 55 138 10
k 55 148 3
k 56 10 3
k 56 46 12
k 56 59 8
k 56 65 13
k 56 66 4
k 56 69 13
k 56 79 10
k 56 81 13
k 56 84 13
k 56 85 4
k 56 92 3
k 56 115 4
k 56 117 4
k 56 133 6
k 56 140 4
k 56 147 3
k 57 7 5
k 57 10 4
k 57 13 4
k 57 16 7
k 57 17 5
k 57 22 11
k 57 25 6
k 57 70 10
k 57 84 10
k 57 88 5
